ref_pmid,ref_is_clinical_trial_pt_type,ref_publication_types,ref_primary_nct_number,ref_primary_nct_source,ref_all_registry_ids,ref_all_nct_numbers,ref_all_structured_nct_numbers,ref_all_nct_source_pairs,ref_all_structured_nct_source_pairs,ref_has_abstract,ref_abstract,ref_fetch_status
24835439,False,Journal Article,,,,,,,,False,,success
30031107,False,Consensus Development Conference;Journal Article,,,,,,,,False,,success
28063810,False,Consensus Development Conference;Journal Article;Practice Guideline,,,,,,,,False,,success
29055505,False,Journal Article;Review;Consensus Development Conference,,,,,,,,True,"Mitral regurgitation (MR) is a complex valve lesion that can pose significant management challenges for the cardiovascular clinician. This Expert Consensus Document emphasizes that recognition of MR should prompt an assessment of its etiology, mechanism, and severity, as well as indications for treatment. A structured approach to evaluation based on clinical findings, precise echocardiographic imaging, and when necessary, adjunctive testing, can help clarify decision making. Treatment goals include timely intervention by an experienced heart team to prevent left ventricular dysfunction, heart failure, reduced quality of life, and premature death.",success
16980116,False,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",,,,,,,,True,"Valvular heart diseases are not usually regarded as a major public-health problem. Our aim was to assess their prevalence and effect on overall survival in the general population. We pooled population-based studies to obtain data for 11 911 randomly selected adults from the general population who had been assessed prospectively with echocardiography. We also analysed data from a community study of 16 501 adults who had been assessed by clinically indicated echocardiography. In the general population group, moderate or severe valve disease was identified in 615 adults. There was no difference in the frequency of such diseases between men and women (p=0.90). Prevalence increased with age, from 0.7% (95% CI 0.5-1.0) in 18-44 year olds to 13.3% (11.7-15.0) in the 75 years and older group (p<0.0001). The national prevalence of valve disease, corrected for age and sex distribution from the US 2000 population, is 2.5% (2.2-2.7). In the community group, valve disease was diagnosed in 1505 (1.8% adjusted) adults and frequency increased considerably with age, from 0.3% (0.2-0.3) of the 18-44 year olds to 11.7% (11.0-12.5) of those aged 75 years and older, but was diagnosed less often in women than in men (odds ratio 0.90, 0.81-1.01; p=0.07). The adjusted mortality risk ratio associated with valve disease was 1.36 (1.15-1.62; p=0.0005) in the population and 1.75 (1.61-1.90; p<0.0001) in the community. Moderate or severe valvular diseases are notably common in this population and increase with age. In the community, women are less often diagnosed than are men, which could indicate an important imbalance in view of the associated lower survival. Valve diseases thus represent an important public-health problem.",success
31219554,False,Editorial;Comment,,,,,,,,False,,success
24603191,False,Journal Article;Practice Guideline,,,,,,,,False,,success
28315732,False,Journal Article;Practice Guideline,,,,,,,,False,,success
30280640,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",NCT01626079,databank,NCT01626079,NCT01626079,NCT01626079,NCT01626079|databank,NCT01626079|databank,True,"Among patients with heart failure who have mitral regurgitation due to left ventricular dysfunction, the prognosis is poor. Transcatheter mitral-valve repair may improve their clinical outcomes. At 78 sites in the United States and Canada, we enrolled patients with heart failure and moderate-to-severe or severe secondary mitral regurgitation who remained symptomatic despite the use of maximal doses of guideline-directed medical therapy. Patients were randomly assigned to transcatheter mitral-valve repair plus medical therapy (device group) or medical therapy alone (control group). The primary effectiveness end point was all hospitalizations for heart failure within 24 months of follow-up. The primary safety end point was freedom from device-related complications at 12 months; the rate for this end point was compared with a prespecified objective performance goal of 88.0%. Of the 614 patients who were enrolled in the trial, 302 were assigned to the device group and 312 to the control group. The annualized rate of all hospitalizations for heart failure within 24 months was 35.8% per patient-year in the device group as compared with 67.9% per patient-year in the control group (hazard ratio, 0.53; 95% confidence interval [CI], 0.40 to 0.70; P<0.001). The rate of freedom from device-related complications at 12 months was 96.6% (lower 95% confidence limit, 94.8%; P<0.001 for comparison with the performance goal). Death from any cause within 24 months occurred in 29.1% of the patients in the device group as compared with 46.1% in the control group (hazard ratio, 0.62; 95% CI, 0.46 to 0.82; P<0.001). Among patients with heart failure and moderate-to-severe or severe secondary mitral regurgitation who remained symptomatic despite the use of maximal doses of guideline-directed medical therapy, transcatheter mitral-valve repair resulted in a lower rate of hospitalization for heart failure and lower all-cause mortality within 24 months of follow-up than medical therapy alone. The rate of freedom from device-related complications exceeded a prespecified safety threshold. (Funded by Abbott; COAPT ClinicalTrials.gov number, NCT01626079 .).",success
30145927,True,"Clinical Trial, Phase III;Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",NCT01920698,databank,NCT01920698,NCT01920698,NCT01920698,NCT01920698|databank,NCT01920698|databank,True,"In patients who have chronic heart failure with reduced left ventricular ejection fraction, severe secondary mitral-valve regurgitation is associated with a poor prognosis. Whether percutaneous mitral-valve repair improves clinical outcomes in this patient population is unknown. We randomly assigned patients who had severe secondary mitral regurgitation (defined as an effective regurgitant orifice area of >20 mm<sup>2</sup> or a regurgitant volume of >30 ml per beat), a left ventricular ejection fraction between 15 and 40%, and symptomatic heart failure, in a 1:1 ratio, to undergo percutaneous mitral-valve repair in addition to receiving medical therapy (intervention group; 152 patients) or to receive medical therapy alone (control group; 152 patients). The primary efficacy outcome was a composite of death from any cause or unplanned hospitalization for heart failure at 12 months. At 12 months, the rate of the primary outcome was 54.6% (83 of 152 patients) in the intervention group and 51.3% (78 of 152 patients) in the control group (odds ratio, 1.16; 95% confidence interval [CI], 0.73 to 1.84; P=0.53). The rate of death from any cause was 24.3% (37 of 152 patients) in the intervention group and 22.4% (34 of 152 patients) in the control group (hazard ratio, 1.11; 95% CI, 0.69 to 1.77). The rate of unplanned hospitalization for heart failure was 48.7% (74 of 152 patients) in the intervention group and 47.4% (72 of 152 patients) in the control group (hazard ratio, 1.13; 95% CI, 0.81 to 1.56). Among patients with severe secondary mitral regurgitation, the rate of death or unplanned hospitalization for heart failure at 1 year did not differ significantly between patients who underwent percutaneous mitral-valve repair in addition to receiving medical therapy and those who received medical therapy alone. (Funded by the French Ministry of Health and Research National Program and Abbott Vascular; MITRA-FR ClinicalTrials.gov number, NCT01920698 .).",success
