ref_pmid,ref_is_clinical_trial_pt_type,ref_publication_types,ref_primary_nct_number,ref_primary_nct_source,ref_all_registry_ids,ref_all_nct_numbers,ref_all_structured_nct_numbers,ref_all_nct_source_pairs,ref_all_structured_nct_source_pairs,ref_has_abstract,ref_abstract,ref_fetch_status
21372284,False,"Comparative Study;Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",,,,,,,,True,"High-sensitivity in vivo phenotyping of cardiac function is essential for evaluating genes of interest and novel therapies in small animal models of cardiovascular disease. Transthoracic echocardiography is the principal method currently used for assessing cardiac structure and function; however, standard echocardiographic techniques are relatively insensitive to early or subtle changes in cardiac performance, particularly in mice. To develop and validate an echocardiographic strain imaging methodology for sensitive and rapid cardiac phenotyping in small animal models. Herein, we describe a modified echocardiographic technique that uses speckle-tracking based strain analysis for the noninvasive evaluation of cardiac performance in adult mice. This method is found to be rapid, reproducible, and highly sensitive in assessing both regional and global left ventricular (LV) function. Compared with conventional echocardiographic measures of LV structure and function, peak longitudinal strain and strain rate were able to detect changes in adult mouse hearts at an earlier time point following myocardial infarction and predicted the later development of adverse LV remodeling. Moreover, speckle-tracking based strain analysis was able to clearly identify subtle improvement in LV function that occurred early in response to standard post-myocardial infarction cardiac therapy. Our results highlight the utility of speckle-tracking based strain imaging for detecting discrete functional alterations in mouse models of cardiovascular disease in an efficient and comprehensive manner. Echocardiography speckle-tracking based strain analysis represents a method for relatively high-throughput and sensitive cardiac phenotyping, particularly in evaluating emerging cardiac agents and therapies in mice.",success
28017613,False,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural",,,,,,,,True,"It is not understood why healthy tissues can exhibit varying levels of sensitivity to the same toxic stimuli. Using BH3 profiling, we find that mitochondria of many adult somatic tissues, including brain, heart, and kidneys, are profoundly refractory to pro-apoptotic signaling, leading to cellular resistance to cytotoxic chemotherapies and ionizing radiation. In contrast, mitochondria from these tissues in young mice and humans are primed for apoptosis, predisposing them to undergo cell death in response to genotoxic damage. While expression of the apoptotic protein machinery is nearly absent by adulthood, in young tissues its expression is driven by c-Myc, linking developmental growth to cell death. These differences may explain why pediatric cancer patients have a higher risk of developing treatment-associated toxicities.",success
21307849,False,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",,,,,,,,True,"Telomere dysfunction activates p53-mediated cellular growth arrest, senescence and apoptosis to drive progressive atrophy and functional decline in high-turnover tissues. The broader adverse impact of telomere dysfunction across many tissues including more quiescent systems prompted transcriptomic network analyses to identify common mechanisms operative in haematopoietic stem cells, heart and liver. These unbiased studies revealed profound repression of peroxisome proliferator-activated receptor gamma, coactivator 1 alpha and beta (PGC-1α and PGC-1β, also known as Ppargc1a and Ppargc1b, respectively) and the downstream network in mice null for either telomerase reverse transcriptase (Tert) or telomerase RNA component (Terc) genes. Consistent with PGCs as master regulators of mitochondrial physiology and metabolism, telomere dysfunction is associated with impaired mitochondrial biogenesis and function, decreased gluconeogenesis, cardiomyopathy, and increased reactive oxygen species. In the setting of telomere dysfunction, enforced Tert or PGC-1α expression or germline deletion of p53 (also known as Trp53) substantially restores PGC network expression, mitochondrial respiration, cardiac function and gluconeogenesis. We demonstrate that telomere dysfunction activates p53 which in turn binds and represses PGC-1α and PGC-1β promoters, thereby forging a direct link between telomere and mitochondrial biology. We propose that this telomere-p53-PGC axis contributes to organ and metabolic failure and to diminishing organismal fitness in the setting of telomere dysfunction.",success
31263061,False,Journal Article,,,,,,,,True,"Anthracyclines cause progressive cardiotoxicity whose ultimate severity is individual to the patient. Genetic determinants contributing to this variation are difficult to study using current mouse models. Our objective was to determine whether a spectrum of anthracycline induced cardiac disease can be elicited across 10 Collaborative Cross mouse strains given the same dose of doxorubicin. Mice from ten distinct strains were given 5 mg/kg of doxorubicin intravenously once weekly for 5 weeks (total 25 mg/kg). Mice were killed at acute or chronic timepoints. Body weight was assessed weekly, followed by terminal complete blood count, pathology and a panel of biomarkers. Linear models were fit to assess effects of treatment, sex, and sex-by-treatment interactions for each timepoint. Impaired growth and cardiac pathology occurred across all strains. Severity of these varied by strain and sex, with greater severity in males. Cardiac troponin I and myosin light chain 3 demonstrated strain- and sex-specific elevations in the acute phase with subsequent decline despite ongoing progression of cardiac disease. Acute phase cardiac troponin I levels predicted the ultimate severity of cardiac pathology poorly, whereas myosin light chain 3 levels predicted the extent of chronic cardiac injury in males. Strain- and sex-dependent renal toxicity was evident. Regenerative anemia manifested during the acute period. We confirm that variable susceptibility to doxorubicin-induced cardiotoxicity observed in humans can be modeled in a panel of CC strains. In addition, we identified a potential predictive biomarker in males. CC strains provide reproducible models to explore mechanisms contributing to individual susceptibility in humans.",success
16862153,False,"Comparative Study;Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",,,,,,,,True,"Imatinib mesylate (Gleevec) is a small-molecule inhibitor of the fusion protein Bcr-Abl, the causal agent in chronic myelogenous leukemia. Here we report ten individuals who developed severe congestive heart failure while on imatinib and we show that imatinib-treated mice develop left ventricular contractile dysfunction. Transmission electron micrographs from humans and mice treated with imatinib show mitochondrial abnormalities and accumulation of membrane whorls in both vacuoles and the sarco- (endo-) plasmic reticulum, findings suggestive of a toxic myopathy. With imatinib treatment, cardiomyocytes in culture show activation of the endoplasmic reticulum (ER) stress response, collapse of the mitochondrial membrane potential, release of cytochrome c into the cytosol, reduction in cellular ATP content and cell death. Retroviral gene transfer of an imatinib-resistant mutant of c-Abl, alleviation of ER stress or inhibition of Jun amino-terminal kinases, which are activated as a consequence of ER stress, largely rescues cardiomyocytes from imatinib-induced death. Thus, cardiotoxicity is an unanticipated side effect of inhibition of c-Abl by imatinib.",success
26984939,False,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",,,,,,,,True,"The clinical use of doxorubicin is limited by cardiotoxicity. Histopathological changes include interstitial myocardial fibrosis and the appearance of vacuolated cardiomyocytes. Whereas dysregulation of autophagy in the myocardium has been implicated in a variety of cardiovascular diseases, the role of autophagy in doxorubicin cardiomyopathy remains poorly defined. Most models of doxorubicin cardiotoxicity involve intraperitoneal injection of high-dose drug, which elicits lethargy, anorexia, weight loss, and peritoneal fibrosis, all of which confound the interpretation of autophagy. Given this, we first established a model that provokes modest and progressive cardiotoxicity without constitutional symptoms, reminiscent of the effects seen in patients. We report that doxorubicin blocks cardiomyocyte autophagic flux in vivo and in cardiomyocytes in culture. This block was accompanied by robust accumulation of undegraded autolysosomes. We go on to localize the site of block as a defect in lysosome acidification. To test the functional relevance of doxorubicin-triggered autolysosome accumulation, we studied animals with diminished autophagic activity resulting from haploinsufficiency for Beclin 1. Beclin 1(+/-) mice exposed to doxorubicin were protected in terms of structural and functional changes within the myocardium. Conversely, animals overexpressing Beclin 1 manifested an amplified cardiotoxic response. Doxorubicin blocks autophagic flux in cardiomyocytes by impairing lysosome acidification and lysosomal function. Reducing autophagy initiation protects against doxorubicin cardiotoxicity.",success
31378084,False,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",NCT03193138,databank,NCT03193138,NCT03193138,NCT03193138,NCT03193138|databank,NCT03193138|databank,True,"Male hypogonadism, arising from a range of etiologies including androgen-deprivation therapies (ADTs), has been reported as a risk factor for acquired long-QT syndrome (aLQTS) and torsades de pointes (TdP). A full description of the clinical features of aLQTS associated with ADT and of underlying mechanisms is lacking. We searched the international pharmacovigilance database VigiBase for men (n=6 560 565 individual case safety reports) presenting with aLQTS, TdP, or sudden death associated with ADT. In cardiomyocytes derived from induced pluripotent stem cells from men, we studied electrophysiological effects of ADT and dihydrotestosterone. Among subjects receiving ADT in VigiBase, we identified 184 cases of aLQTS (n=168) and/or TdP (n=68; 11% fatal), and 99 with sudden death. Of the 10 ADT drugs examined, 7 had a disproportional association (reporting odds ratio=1.4-4.7; <i>P</i><0.05) with aLQTS, TdP, or sudden death. The minimum and median times to sudden death were 0.25 and 92 days, respectively. The androgen receptor antagonist enzalutamide was associated with more deaths (5430/31 896 [17%]; <i>P</i><0.0001) than other ADT used for prostate cancer (4208/52 089 [8.1%]). In induced pluripotent stem cells, acute and chronic enzalutamide (25 µM) significantly prolonged action potential durations (action potential duration at 90% when paced at 0.5 Hz; 429.7±27.1 (control) versus 982.4±33.2 (acute, <i>P</i><0.001) and 1062.3±28.9 ms (chronic; <i>P</i><0.001), and generated afterdepolarizations and/or triggered activity in drug-treated cells (11/20 acutely and 8/15 chronically). Enzalutamide acutely and chronically inhibited delayed rectifier potassium current, and chronically enhanced late sodium current. Dihydrotestosterone (30 nM) reversed enzalutamide electrophysiological effects on induced pluripotent stem cells. QT prolongation and TdP are a risk in men receiving enzalutamide and other ADTs. URL: https://www.clinicaltrials.gov. Unique identifier: NCT03193138.",success
23842280,False,Journal Article;Review,,,,,,,,False,,success
22959484,False,"Journal Article;Research Support, Non-U.S. Gov't",,,,,,,,True,"Radiotherapy of thoracic and chest-wall tumors increases the long-term risk of radiation-induced heart disease, like a myocardial infarct. Cancer patients commonly have additional risk factors for cardiovascular disease, such as hypercholesterolemia. The goal of this study is to define the interaction of irradiation with such cardiovascular risk factors in radiation-induced damage to the heart and coronary arteries. Hypercholesterolemic and atherosclerosis-prone ApoE(-/-) mice received local heart irradiation with a single dose of 0, 2, 8 or 16 Gy. Histopathological changes, microvascular damage and functional alterations were assessed after 20 and 40 weeks. Inflammatory cells were significantly increased in the left ventricular myocardium at 20 and 40 weeks after 8 and 16 Gy. Microvascular density decreased at both follow-up time-points after 8 and 16 Gy. Remaining vessels had decreased alkaline phosphatase activity (2-16 Gy) and increased von Willebrand Factor expression (16 Gy), indicative of endothelial cell damage. The endocardium was extensively damaged after 16 Gy, with foam cell accumulations at 20 weeks, and fibrosis and protein leakage at 40 weeks. Despite an accelerated coronary atherosclerotic lesion development at 20 weeks after 16 Gy, gated SPECT and ultrasound measurements showed only minor changes in functional cardiac parameters at 20 weeks. The combination of hypercholesterolemia and local cardiac irradiation induced an inflammatory response, microvascular and endocardial damage, and accelerated the development of coronary atherosclerosis. Despite these pronounced effects, cardiac function of ApoE(-/-) mice was maintained.",success
27732808,False,Journal Article;Review,,,,,,,,False,,success
