ref_pmid,ref_is_clinical_trial_pt_type,ref_publication_types,ref_primary_nct_number,ref_primary_nct_source,ref_all_registry_ids,ref_all_nct_numbers,ref_all_structured_nct_numbers,ref_all_nct_source_pairs,ref_all_structured_nct_source_pairs,ref_has_abstract,ref_abstract,ref_fetch_status
23820963,True,"Clinical Trial, Phase II;Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't",,,,,,,,True,"Panobinostat, a pan-deacetylase inhibitor, increases acetylation of proteins associated with growth and survival of malignant cells. This phase 2 study evaluated the efficacy of intravenous (IV) panobinostat in patients with castration-resistant prostate cancer (CRPC) who had previously received chemotherapy. The primary end point was 24-week progression-free survival. Secondary end points included safety, tolerability, and the proportion of patients with a prostate-specific antigen (PSA) decline. IV panobinostat (20 mg/m(2)) was administered to patients on days 1 and 8 of a 21-day cycle. Tumor response was assessed by imaging every 12 weeks (4 cycles) according to modified response evaluation criteria in solid tumors (Scher et al. in Clin Cancer Res 11:5223-5232, 23), and PSA response was defined as a 50 % decrease from baseline maintained for ≥4 weeks. Safety monitoring was routinely performed and included electrocardiogram monitoring. Of 35 enrolled patients, four (11.4 %) were alive without progression of disease at 24 weeks. PSA was evaluated in 34 (97.1 %) patients: five (14.3 %) patients demonstrated a decrease in PSA but none ≥50 %; one patient (2.9 %) had carcinoembryonic antigen as a marker of his prostate cancer, which declined by 43 %. Toxicities regardless of relationship to panobinostat included fatigue (62.9 %), thrombocytopenia (45.7 %), nausea (51.4 %), and decreased appetite (37.1 %). Despite promising preclinical data and scientific rationale, treatment with IV panobinostat did not show a sufficient level of clinical activity to pursue further investigation as a single agent in CRPC.",success
31166679,True,"Clinical Trial, Phase III;Comparative Study;Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",NCT02278120,databank,NCT02278120,NCT02278120,NCT02278120,NCT02278120|databank,NCT02278120|databank,True,"An earlier analysis of this phase 3 trial showed that the addition of a cyclin-dependent kinase 4 and 6 (CDK4/6) inhibitor to endocrine therapy provided a greater benefit with regard to progression-free survival than endocrine therapy alone in premenopausal or perimenopausal patients with advanced hormone-receptor-positive, human epidermal growth factor receptor 2 (HER2)-negative breast cancer. Here we report the results of a protocol-specified interim analysis of the key secondary end point of overall survival. We randomly assigned patients to receive either ribociclib or placebo in addition to endocrine therapy (goserelin and either a nonsteroidal aromatase inhibitor or tamoxifen). Overall survival was evaluated with the use of a stratified log-rank test and summarized with the use of Kaplan-Meier methods. A total of 672 patients were included in the intention-to-treat population. There were 83 deaths among 335 patients (24.8%) in the ribociclib group and 109 deaths among 337 patients (32.3%) in the placebo group. The addition of ribociclib to endocrine therapy resulted in significantly longer overall survival than endocrine therapy alone. The estimated overall survival at 42 months was 70.2% (95% confidence interval [CI], 63.5 to 76.0) in the ribociclib group and 46.0% (95% CI, 32.0 to 58.9) in the placebo group (hazard ratio for death, 0.71; 95% CI, 0.54 to 0.95; P = 0.00973 by log-rank test). The survival benefit seen in the subgroup of 495 patients who received an aromatase inhibitor was consistent with that in the overall intention-to-treat population (hazard ratio for death, 0.70; 95% CI, 0.50 to 0.98). The percentage of patients who received subsequent antineoplastic therapy was balanced between the groups (68.9% in the ribociclib group and 73.2% in the placebo group). The time from randomization to disease progression during receipt of second-line therapy or to death was also longer in the ribociclib group than in the placebo group (hazard ratio for disease progression or death, 0.69; 95% CI, 0.55 to 0.87). This trial showed significantly longer overall survival with a CDK4/6 inhibitor plus endocrine therapy than with endocrine therapy alone among patients with advanced hormone-receptor-positive, HER2-negative breast cancer. No new concerns regarding toxic effects emerged with longer follow-up. (Funded by Novartis; MONALEESA-7 ClinicalTrials.gov number, NCT02278120.).",success
29217664,False,Journal Article;Systematic Review,,,,,,,,True,"The cardiovascular complications of cancer therapeutics are the focus of the burgeoning field of cardio-oncology. A common challenge in this field is the impact of cancer drugs on cardiac repolarization (ie, QT prolongation) and the potential risk for the life-threatening arrhythmia torsades de pointes. Although QT prolongation is not a perfect marker of arrhythmia risk, this has become a primary safety metric among oncologists. Cardiologists caring for patients receiving cancer treatment should become familiar with the drugs associated with QT prolongation, its incidence, and appropriate management strategies to provide meaningful consultation in this complex clinical scenario. In this article, we performed a systematic review (using Preferred Reporting Items of Systematic Reviews and Meta-Analyses (PRISMA) guidelines) of commonly used cancer drugs to determine the incidence of QT prolongation and clinically relevant arrhythmias. We calculated summary estimates of the incidence of all and clinically relevant QT prolongation as well as arrhythmias and sudden cardiac death. We then describe strategies to prevent, identify, and manage QT prolongation in patients receiving cancer therapy. We identified a total of 173 relevant publications. The weighted incidence of any corrected QT (QTc) prolongation in our systematic review in patients treated with conventional therapies (eg, anthracyclines) ranged from 0% to 22%, although QTc >500 ms, arrhythmias, or sudden cardiac death was extremely rare. The risk of QTc prolongation with targeted therapies (eg, small molecular tyrosine kinase inhibitors) ranged between 0% and 22.7% with severe prolongation (QTc >500 ms) reported in 0% to 5.2% of the patients. Arrhythmias and sudden cardiac death were rare. Our systematic review demonstrates that there is variability in the incidence of QTc prolongation of various cancer drugs; however, the clinical consequence, as defined by arrhythmias or sudden cardiac death, remains rare.",success
25083246,False,Journal Article,,,,,,,,False,,success
26721703,False,"Journal Article;Research Support, Non-U.S. Gov't;Review",,,,,,,,True,"During the last 10-15 years, cytochrome P450 (CYP) 2C8 has emerged as an important drug-metabolizing enzyme. CYP2C8 is highly expressed in human liver and is known to metabolize more than 100 drugs. CYP2C8 substrate drugs include amodiaquine, cerivastatin, dasabuvir, enzalutamide, imatinib, loperamide, montelukast, paclitaxel, pioglitazone, repaglinide, and rosiglitazone, and the number is increasing. Similarly, many drugs have been identified as CYP2C8 inhibitors or inducers. In vivo, already a small dose of gemfibrozil, i.e., 10% of its therapeutic dose, is a strong, irreversible inhibitor of CYP2C8. Interestingly, recent findings indicate that the acyl-β-glucuronides of gemfibrozil and clopidogrel cause metabolism-dependent inactivation of CYP2C8, leading to a strong potential for drug interactions. Also several other glucuronide metabolites interact with CYP2C8 as substrates or inhibitors, suggesting that an interplay between CYP2C8 and glucuronides is common. Lack of fully selective and safe probe substrates, inhibitors, and inducers challenges execution and interpretation of drug-drug interaction studies in humans. Apart from drug-drug interactions, some CYP2C8 genetic variants are associated with altered CYP2C8 activity and exhibit significant interethnic frequency differences. Herein, we review the current knowledge on substrates, inhibitors, inducers, and pharmacogenetics of CYP2C8, as well as its role in clinically relevant drug interactions. In addition, implications for selection of CYP2C8 marker and perpetrator drugs to investigate CYP2C8-mediated drug metabolism and interactions in preclinical and clinical studies are discussed.",success
28124606,False,Journal Article;Review,,,,,,,,True,"The cytochrome P450 (CYP) enzymes are membrane-bound hemoproteins that play a pivotal role in the detoxification of xenobiotics, cellular metabolism and homeostasis. Induction or inhibition of CYP enzymes is a major mechanism that underlies drug-drug interactions. CYP enzymes can be transcriptionally activated by various xenobiotics and endogenous substrates through receptor-dependent mechanisms. CYP enzyme inhibition is a principal mechanism for metabolism- based drug-drug interactions. Many chemotherapeutic drugs can cause drug interactions due to their ability to either inhibit or induce the CYP enzyme system. Predictions based on in silico analyses followed by validation have identified several microRNAs that regulate CYPs. Genetic polymorphisms and epigenetic changes in CYP genes may be responsible for inter-individual and interethnic variations in disease susceptibility and the therapeutic efficacy of drugs. The present review is a comprehensive compilation of cytochrome P450 structure, function, pharmacogenetics, pharmacoepigenetics and clinical significance. Knowledge about the substrates, inducers, and inhibitors of CYP isoforms, as well as the polymorphisms of CYP enzymes may be used as an aid by clinicians to determine therapeutic strategy, and treatment doses for drugs that are metabolized by CYP gene products.",success
3943266,True,"Clinical Trial;Comparative Study;Controlled Clinical Trial;Journal Article;Research Support, Non-U.S. Gov't",,,,,,,,True,"The oral absorption of digoxin in tablet form has been reported to be reduced after cancer chemotherapy and radiation therapy because of cancer treatment-induced damage to the intestinal epithelium. We investigated possible differences in the effects of high-dose cancer chemotherapy on the relative bioavailability of digoxin administered in tablet form (Lanoxin; Burroughs Wellcome Co.) and in solution-in-capsule form (Lanoxicaps; Burroughs Wellcome Co.). Each subject received a single oral dose of either 0.5 mg Lanoxin (six subjects) or 0.4 mg Lanoxicaps (seven subjects) both before and after chemotherapy. For Lanoxin, there was a significant reduction in the AUC after chemotherapy to 54.4% +/- 35.5% (mean +/- SD) of the value before chemotherapy (P = 0.02), whereas for Lanoxicaps there was an insignificant reduction in AUC to 85.1% +/- 42.7% of the value before chemotherapy. These findings show that changes in the oral dosage formulation of digoxin from a tablet to a solution-in-capsule form can overcome the adverse effects of high-dose cancer chemotherapy on drug absorption, and suggest a similar approach may be successful for other drugs.",success
23586848,False,Journal Article;Systematic Review,,,,,,,,True,"In recent years, the number of oral antitumoral agents has considerably increased. Oral administration increases the risk of interactions, because most oral anticancer drugs are taken on a daily basis. Interactions can increase exposure to antitumoral agents or cause treatment failure. Many antitumoral drugs undergo enzymatic metabolism by cytochrome P450. As some act as inducers or inhibitors of one or more isoenzymes, they can lead to decreases or increases in plasma concentrations of concomitant drugs. Hence, cytostatic drugs can act not only as victims but also as perpetrators. P-glycoprotein, an efflux transporter, can also be involved in pharmacokinetic interactions. A Medline search was performed to summarize the available evidence of the most clinically relevant interactions between oral chemotherapy agents and other drugs. The search covered the period from 1966 until August 2012 for each antitumoral drug using the medical subject headings 'Drug Interactions' OR 'Pharmacokinetics'. While the present review is not exhaustive, it aims to increase clinicians' awareness of potential drug-drug interactions. As cancer patients are often polymedicated and treated by different physicians, the risk of drug interactions between antitumoral agents and other medications is high. More clinical interaction studies are encouraged to ensure appropriate antineoplastic pharmacokinetics in clinical practice.",success
33025463,False,"Journal Article;Research Support, Non-U.S. Gov't;Review",,,,,,,,True,"Cardiotoxicity by anticancer agents has emerged as a multifaceted issue and is expected to affect both mortality and morbidity. This review summarizes clinical challenges in the management of oncological patients requiring anticoagulants for atrial fibrillation (AF) also considering the current outbreak of the COVID-19 (coronavirus disease 2019) pandemic, since this infection can add challenges to the management of both conditions. Specifically, the aims are manyfold: (1) describe the evolving use of direct oral anticoagulants (DOACs) in AF patients with cancer; (2) critically appraise the risk of clinically important drug-drug interactions (DDIs) between DOACs and oral targeted anticancer agents; (3) address expected DDIs between DOACs and candidate anti-COVID drugs, with implications on management of the underlying thrombotic risk; and (4) characterize the proarrhythmic liability in cardio-oncology in the setting of COVID-19, focusing on QT prolongation. AF in cardio-oncology poses diagnostic and management challenges, also due to the number of anticancer drugs recently associated with AF onset/worsening. Oral targeted drugs can potentially interact with DOACs, with increased bleeding risk mainly due to pharmacokinetic DDIs. Moreover, the vast majority of oral anticancer agents cause QT prolongation with direct and indirect mechanisms, potentially resulting in the occurrence of torsade de pointes, especially in susceptible patients with COVID-19 receiving additional drugs with QT liability. Oncologists and cardiologists must be aware of the increased bleeding risk and arrhythmic susceptibility of patients with AF and cancer due to DDIs. High-risk individuals with COVID-19 should be prioritized to target preventive strategies, including optimal antithrombotic management, medication review, and stringent monitoring.",success
27925256,False,Journal Article;Review,,,,,,,,True,"The extensive use of tyrosine kinase inhibitors (TKI's) in hematology and oncology has shown that these drugs have a significant potential for drug-drug interactions. Since these drugs have a rather low therapeutic window, some drug interactions are of particular clinical relevance either on drug toxicity or on patient's response. Significant interactions occur with concomitant use of acid-suppressive therapy leading to a decreased oral bioavailability. However, such interactions are drug dependent according to their solubility pattern and to the duration of action of acid-suppressive therapy, which is coprescribed. Significant interactions occur by inhibition or induction of CYP450 3A4 which is the main metabolic pathway of TKIs. However, minor metabolic pathways should also be paid attention to. Interactions involving efflux and influx transporters should also be considered occurring for some TKIs. Genetic polymorphism in drug metabolism as well as in drug transport is a factor of variability in drug exposure, which could modulate the magnitude of drug-drug interactions (DDIs). It should be noticed that TKIs can also be at the origin of drug interactions by altering the pharmacokinetics of coprescribed drugs. Since cancer patients are given many drugs either for supportive care or for the treatment of drug toxicity, and to the fact that the oldest patients are polymedicated, a clear understanding of DDIs with TKIs is of interest. The objectives of this review are to provide an overview of the mechanisms of DDIs with TKIs and to provide to physicians and pharmacists recommendations to manage these DDIs in their clinical practice.",success
