ref_pmid,ref_is_clinical_trial_pt_type,ref_publication_types,ref_primary_nct_number,ref_primary_nct_source,ref_all_registry_ids,ref_all_nct_numbers,ref_all_structured_nct_numbers,ref_all_nct_source_pairs,ref_all_structured_nct_source_pairs,ref_has_abstract,ref_abstract,ref_fetch_status
2504263,False,"Journal Article;Research Support, Non-U.S. Gov't",,,,,,,,True,"Twenty three children with recurrent supraventricular tachycardia were treated with flecainide. Twenty one of these received intravenous treatment during an attack (2 mg/kg over 10 minutes). The tachycardia was terminated in 17. After an intravenous bolus of flecainide, blood samples were drawn at regular intervals for analysis of flecainide concentration over 48 hours. Pharmacokinetic variables were calculated--median terminal half life 7.5 hours, median volume of distribution 6.2 l/kg, and median plasma clearance 7.2 ml/min/kg. There was a significant correlation between half life and age. Twenty of the children received long term treatment with an oral preparation of flecainide to prevent further attacks. Twelve had no further attacks and 16 were considered to have good control. Two children suffered potentially serious arrhythmogenic effects soon after the start of oral treatment and flecainide had to be stopped. During oral treatment regular blood samples were drawn and plasma concentrations were analysed to assess the therapeutic range. This did not differ substantially from that proposed in adults (400-800 micrograms/l). Eight children were electively withdrawn from oral flecainide to see whether they really needed it. Blood samples for measurement of flecainide concentration were drawn after their last oral dose. Pharmacokinetic variables were calculated: time to maximum concentration 2 hours, median terminal half life 7.9 hours. For the combined data from patients receiving intravenous and oral treatment there was a significant correlation between elimination half life and age. An intravenous dose of 2 mg/kg over at least 10 minutes and an initial oral dose of 6 mg/kg/day in three divided doses is recommended. Treatment should be started in hospital so that children in whom the drug may be arrhythmogenic can be identified and plasma concentrations measured to identify patients in whom lack of efficacy is caused by underdosage.",success
11144992,True,"Clinical Trial;Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't",,,,,,,,True,"The pharmacokinetics (PK) of the antiarrhythmic sotalol, which elicits Class III and beta-blocking activity, has not been adequately defined in a pediatric population with tachyarrhythmias. The goal of this single-dose study with administration of sotalol HCl at a dose level of 30 mg/m2 body surface area (BSA) was to define the PK of the drug in the following four age groups: neonates (0-30 days), infants (1 month to 2 years), younger children (> 2 to < 7 years), and older children (7-12 years) with tachyarrhythmias of either supraventricular or ventricular origin. The drug was administered in an extemporaneously compounded syrup formulation prepared from the tablets containing sotalol HCl. For safety, vital signs and adverse events were recorded and the QTc interval and heart rate telemetrically monitored. Scheduled blood samples were taken over a 36-hour time interval following dose administration. The drug concentrations in plasma were measured by a sensitive and specific LC/MS/MS assay. Standard compartment model-independent methods were applied to compute the salient PK parameters of sotalol. Twenty-four clinical sites enrolled 34 patients. Thirty-three had analyzable data. Sotalol was rapidly absorbed, with mean peak concentrations occurring 2 to 3 hours after administration. The elimination of sotalol was characterized by an average half-life of between 7.4 and 9.2 hours in the four age groups. There existed statistically significant linear relationships between apparent total clearance (CL/f) or apparent volume of distribution (V lambda z/f) after oral administration and the covariates BSA, creatinine clearance (CLcr), body weight (BW), or age. The best predictors for CL/f were CLcr and BSA, whereas BW best predicted the V lambda z/f. The total area under the drug concentration-time curve in the smallest children with a BSA < 0.33 m2 was significantly greater than that in the larger children. This finding indicated that the BSA-based dose adjustment used in this study led to a larger exposure in the smallest children, whereas the exposure to the drug was similar in the larger children. The dose of 30 mg/m2 was tolerated well. No serious drug-related adverse events were reported. It can be concluded that the PK of sotalol in the pediatric patients depended only on body size, except for the neonates and smallest infants in whom the disposition of sotalol was determined by both body size and maturation of eliminatory processes.",success
11240979,True,"Clinical Trial;Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't",,,,,,,,True,"This pharmacokinetic-pharmacodynamic study was designed to define the steady-state relationship between pharmacologic response and dose or concentration of sotalol in children with cardiac arrhythmias, with an emphasis on neonates and infants. The treatment consisted of an upward titration with unit doses of 10, 30, and 70 mg of sotalol per square meter of body surface area. The patients received 3 doses at each dose level. The dosing interval was 8 hours. The Class III and beta-blocking activities of sotalol were derived from the QT and R-R intervals, respectively, of the surface electrocardiogram, which was recorded at 6 scheduled times before and after the third, sixth, and ninth doses. During these three dose intervals, 4 scheduled blood samples were also collected. Drug concentrations were measured with a validated nonstereoselective liquid chromatographic tandem mass spectrometric detection assay. Pharmacokinetic and pharmacodynamic parameters were obtained with standard methods. Twenty-one centers enrolled 25 patients in the study: 7 were neonates, 9 were infants, and 11 were children between the ages of 2 years and 12 years. The area under the drug concentration-time curve increased proportionately with dose. The apparent oral clearance of sotalol was linearly correlated with body surface area and creatinine clearance. The smallest children (body surface area <0.33 m2) displayed greater drug exposure than the larger children. The increase of QTc and R-R intervals was dose dependent. At the 70-mg/m(2) dose level, the mean (+/- standard deviation) maximum increase for the QTc interval was 14% +/- 7% and the average Class III effect during a dose interval was 7% +/- 5%. At the same dose level, the mean maximum increase of the R-R interval was 25% +/- 15% and the average beta-blocking effect during a dose interval was 12% +/- 13%. The effects tended to be larger in the smallest children. The Class III response and the plasma concentrations of sotalol were linearly related. The treatment was well tolerated. The steady-state pharmacokinetics of sotalol were dose proportionate. Pharmacologically important beta-blocking effects were observed at the 30-mg/m2 and 70-mg/m2 dose levels. Important Class III effects were seen at the 70-mg/m2 dose level. The Class III effect was linearly related to the drug concentration.",success
37210614,False,Journal Article,,,,,,,,True,"Various agents may be utilized to manage supraventricular tachycardia (SVT) in neonates and infants. Recently, sotalol has piqued interest given its reported success in managing neonates and infants with SVTs, especially with the intravenous formulation. While the manufacturer recommends using an age-related nomogram in neonates and young infants to guide doses, clinical reports describe various dosing based on weight (mg/kg) or on body surface area (BSA) in mg/m<sup>2</sup> . Given the reported variation in clinical practice with regard to dosing in neonates, there is a gap in the literature and translation into clinical practice regarding applicability of the nomogram into clinical practice. The purpose of this study was to describe sotalol doses based on body weight and BSA in neonates for SVT. This is a single center retrospective study evaluating effective sotalol dosing from January 2011 and June 2021 (inclusive). Neonates who received intravenous (IV) or oral (PO) sotalol for SVT were eligible for inclusion. The primary outcome was to describe sotalol doses based on body weight and BSA. Secondary outcomes include comparison of doses to the manufacturer nomogram, description of dose titrations, reported adverse outcomes, and change in therapy. Two-sided Wilcoxon signed-rank tests were used to determine statistically significant differences. Thirty-one eligible patients were included in this study. The median (range) age and weight were 16.5 (1-28) days and 3.2 (1.8-4.9) kg, respectively. The median initial dose was 7.3 (1.9-10.8) mg/kg or 114.3 (30.9-166.7) mg/m<sup>2</sup> /day. Fourteen (45.2%) of patients required a dose increase for SVT control. The median dose required for rhythm control was 8.5 (2-14.8) mg/kg/day or 120.7 (30.9-225) mg/m<sup>2</sup> /day. Of note, the median recommended dose per manufacturer nomogram for our patients would have been 51.3 (16.2-73.8) mg/m<sup>2</sup> /day, which is significantly lower than both the initial dose (p < .001) and final doses (p < .001) utilized in our study. A total of 7 (22.9%) patients were uncontrolled on sotalol monotherapy using our dosing regimen. Two patients (6.5%) had reports of hypotension and one patient (3.3%) had a report of bradycardia requiring discontinuation of therapy. The average change in baseline QTC following sotalol initiation was 6.8%. Twenty-seven (87.1%), 3 (9.7%), 1 (3.3%) experienced prolongation, no change, or a decrease in QTc, respectively. This study demonstrates that a sotalol strategy significantly higher than the manufacture dose recommendations are required for rhythm control in neonates with SVT. There were few adverse events reported with this dosing. Further prospective studies would be advantageous to confirm these findings.",success
29435949,True,"Journal Article;Multicenter Study;Research Support, N.I.H., Extramural",,,,,,,,True,"Amiodarone is a first-line antiarrhythmic for life-threatening ventricular fibrillation or ventricular tachycardia in children, yet little is known about its pharmacokinetics (PK) in this population. We developed a population PK (PopPK) model using samples collected via an opportunistic study design of children receiving amiodarone per standard of care supplemented by amiodarone PK data from the literature. Both study data and literature data were predominantly from infants < 2 years old, so our analysis was restricted to this group. The final combined dataset consisted of 266 plasma drug concentrations in 45 subjects with a median (interquartile range) postnatal age of 40.1 (11.0-120.4) days and weight of 3.9 (3.1-5.1) kg. Since the median sampling time after the first dose was short (study: 95 h; literature: 72 h) relative to the terminal half-life estimated in adult PopPK studies, values of the deep compartment volume and flow were fixed to literature values. A 3-compartment model best described the data and was validated by visual predictive checks and non-parametric bootstrap analysis. The final model included body weight as a covariate on all volumes and on both inter-compartmental and elimination clearances. The empiric Bayesian estimates for clearance (CL), volume of distribution at steady state, and terminal half-life were 0.25 (90% CL 0.14-0.36) L/kg/h, 93 (68-174) L/kg, and 266 (197-477) h, respectively. These studies will provide useful information for future PopPK studies of amiodarone in infants and children that could improve dosage regimens.",success
2008787,False,Case Reports;Journal Article,,,,,,,,True,"Past experience with the disposition of procainamide hydrochloride (PA) in neonates is restricted to a single case study involving placental transfer. We studied aspects of PA pharmacokinetics in three neonates who received constant-rate infusion therapy. Results indicated that the total serum clearance of PA is similar to the adult value, but elimination half-lives of both PA and N-acetylprocainamide (NAPA) were slightly prolonged and volume of distribution was variable. Pharmacokinetic evaluations in a renally compromised neonate confirmed that total PA clearance and the renal clearance of both PA and NAPA were reduced, although not to the extent expected for the degree of renal impairment. Peritoneal dialysis was used concurrently and may have contributed to the elimination process. We believe that our experience provides important preliminary guidelines for the management of PA therapy in neonates.",success
12756393,False,"Journal Article;Research Support, Non-U.S. Gov't",,,,,,,,True,"Digoxin is often coadministered with carvedilol in children with severe ventricular failure. In eight children (age 2 weeks to 8 years), the oral clearance of digoxin decreased by half with carvedilol, and two of them had digoxin toxicity. Carvedilol increases serum concentrations of digoxin in children, and its dose may need to be reduced to avoid toxicity.",success
28444654,False,Journal Article,,,,,,,,False,,success
32100356,False,"Journal Article;Research Support, Non-U.S. Gov't",,,,,,,,True,"To describe a single institutional experience managing fetuses with supraventricular tachycardia (SVT) and to identify associations between patient characteristics and fetal and postnatal outcomes. Sustained fetal SVT is associated with significant morbidity and mortality if untreated, yet the optimal management strategy remains unclear. Retrospective cohort study including fetuses diagnosed with sustained SVT (>50% of the diagnostic echocardiogram) between 1985 and 2018. Fetuses with congenital heart disease were excluded. Sustained SVT was diagnosed in 65 fetuses at a median gestational age of 30 weeks (range, 14-37). Atrioventricular re-entrant tachycardia and atrial flutter were the most common diagnoses, seen in 41 and 16 cases, respectively. Moderate/severe ventricular dysfunction was present in 20 fetuses, and hydrops fetalis was present in 13. Of the 57 fetuses initiated on transplacental drug therapy, 47 received digoxin first-line, yet 39 of 57 (68%) required advanced therapy with sotalol, flecainide, or amiodarone. Rate or rhythm control was achieved in 47 of 57 treated fetuses. There were no cases of intrauterine fetal demise. Later gestational age at fetal diagnosis (odds ratio [OR], 1.1, 95% confidence interval [CI], 1.01-1.2, P = .02) and moderate/severe fetal ventricular dysfunction (OR, 6.1, 95% CI, 1.7-21.6, P = .005) were associated with postnatal SVT. Two postnatal deaths occurred. Fetuses with structurally normal hearts and sustained SVT can be effectively managed with transplacental drug therapy with minimal risk of intrauterine fetal demise. Treatment requires multiple antiarrhythmic agents in over half of cases. Later gestational age at fetal diagnosis and the presence of depressed fetal ventricular function, but not hydrops, predict postnatal arrhythmia burden.",success
35904205,False,"Journal Article;Review;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural",,,,,,,,True,"Background Fetal echocardiography has been the mainstay of fetal arrhythmia diagnosis; however, fetal magnetocardiography (fMCG) has recently become clinically available. We sought to determine to what extent fMCG contributed to the precision and accuracy of fetal arrhythmia diagnosis and risk assessment, and in turn, how this altered pregnancy management. Methods and Results We reviewed fMCG tracings and medical records of 215 pregnancies referred to the Biomagnetism Laboratory, UW-Madison, over the last 10 years, because of fetal arrhythmia or risk of arrhythmia. We compared referral diagnosis and treatment with fMCG diagnosis using a rating scale and restricted our review to the 144 subjects from the tachycardia, bradycardia/AV block, and familial long QT syndrome categories. Additional fMCG findings beyond those of the referring echocardiogram, or an alternative diagnosis were seen in 117/144 (81%), and 81 (56%) were critical changes. Eight (5.5%) had resolution of arrhythmia before fMCG. At least moderate changes in management were seen in 109/144 (76%) fetuses, of which 35/144 (24%) were major. The most diverse fMCG presentation was long QT syndrome, present in all 3 referral categories. Four of 5 stillbirths were seen with long QT syndrome. Nine fetuses showed torsades de pointes ventricular tachycardia, of which only 2 were recognized before fMCG. Conclusions FMCG has a significant impact on prenatal diagnosis and management of arrhythmias or familial arrhythmia risk, which cannot be fully met by existing technology. The combination of fMCG and fetal echocardiography in fetal care centers will be needed in the future to optimize care.",success
