ref_pmid,ref_is_clinical_trial_pt_type,ref_publication_types,ref_primary_nct_number,ref_primary_nct_source,ref_all_registry_ids,ref_all_nct_numbers,ref_all_structured_nct_numbers,ref_all_nct_source_pairs,ref_all_structured_nct_source_pairs,ref_has_abstract,ref_abstract,ref_fetch_status
20605109,False,"Comparative Study;Journal Article;Research Support, Non-U.S. Gov't",,,,,,,,True,"Hypertension is found to be associated with obstructive sleep apnea (OSA) in both children and adults. But data on the effect of blood pressure after adenotonsillectomy (AT) for children with OSA are limited and controversial. To assess the impact of AT on different parameters of 24-h ambulatory blood pressure monitoring in children with OSA. We retrospectively reviewed records of OSA children who had undergone AT and a repeated sleep polysomnography after AT from 2001 to 2008. Forty-four children were identified and included in the analysis. The mean apnea-hypopnea index (AHI) dropped from 14.14+/-15.9 to 3.3+/-7.1. (p<0.001). Twenty (45%) were cured of OSA. After AT, the diastolic BP load decreased significantly. Six out of eight (75%) hypertensive children became normotensive after surgery. For the pre-AT hypertensive group, both systolic and diastolic blood pressure decreased significantly during sleep after AT. However, eight children who were normotensive before AT became hypertensive after AT. These 10 post-AT hypertensive patients were more likely to have post-AT AHI>1 than the post-AT normotensive group, although the difference did not reach statistical significance. In the current cohort of OSA children, 44% were cured of OSA and a significant decrease in overall diastolic blood pressure load in 24-h ambulatory blood pressure was achieved after adenotonsillectomy for children with OSA. But hypertension may persist or even occur in those previously normotensive children despite the improvement in AHI. Persistence of OSA may be a risk factor and further study is required. Cure of OSA should not be assumed after AT and follow-up PSG should be performed together with 24-h ambulatory blood pressure monitoring. In light of the current findings, long term study of the blood pressure is warranted for children with OSA.",success
30668275,False,"Journal Article;Research Support, Non-U.S. Gov't",,,,,,,,True,"To investigate 24-hour ambulatory blood pressure changes 6 months after surgery among children with obstructive sleep apnea. Prospective interventional study. Tertiary medical hospital. Children aged 4 to 16 years with symptoms of obstructive sleep apnea (apnea-hypopnea index >1) were recruited. All children underwent adenotonsillectomy and postoperative polysomnography overnight. The 24-hour ambulatory blood pressure was measured before and 6 months after surgery. The study cohort enrolled 124 children: mean (SD) age, 7.3 (3.1) years; 73% boys. After surgery, the apnea-hypopnea index significantly decreased from 13.3 (18.1) to 3.3 (7.2) events per hour ( P < .001). Overall systolic blood pressure and diastolic blood pressure were not significantly different following surgery, while daytime systolic blood pressure was slightly increased (114.3 to 117.3 mm Hg, P < .01) postoperatively. The hypertensive group (n = 43) exhibited significantly decreased levels of overall diastolic, nighttime systolic, and nighttime diastolic blood pressure ( P < .05), and 54% of hypertensive children became nonhypertensive after surgery. The nonhypertensive group (n = 81) showed slightly increased levels of nocturnal overall systolic, daytime systolic, and nighttime systolic blood pressure. A generalized linear mixed model revealed that children with hypertension had a greater decrease in systolic and diastolic ambulatory blood pressure during the daytime and nighttime (all P < .05) than those without hypertension. Ambulatory blood pressure changes after adenotonsillectomy among children with obstructive sleep apnea are minimal. The decrease in ambulatory blood pressure after surgery is more prominent for hypertensive children than nonhypertensive children.",success
29753541,False,"Journal Article;Research Support, Non-U.S. Gov't",,,,,,,,True,"To assess the effects of adenotonsillectomy (T&A) on ambulatory blood pressure (ABP) in childhood obstructive sleep apnea (OSA). From 2012 to 2017, children aged 4-16 years with symptoms and polysomnography-diagnosed OSA (apnea-hypopnea index [AHI] >1) underwent T&A. PSG studies and 24-hour ABP monitoring were performed before and at 3 months after surgery. In total, 159 children were enrolled (mean age, 7.8 ± 3.3 years; 72% male). T&A significantly reduced the AHI from 12.4 ± 15.9 events/hour to 2.7 ± 5.7 events/hour (P < .001). A decrease was observed in the children's overall diastolic blood pressure (65.1 ± 6.1 mm Hg to 63.8 ± 7.4 mm Hg, P = .04) after surgery. In subgroup analysis, 100 (63%) patients were classified as nonhypertensive, and 59 (37%) were classified as hypertensive. Linear mixed model analysis revealed that compared with the children without hypertension, those with hypertension had superior improvement in systolic and diastolic blood pressure during daytime and nighttime (all P values < .01). The ABP changes after surgery were not correlated with the AHI changes. Finally, preoperative hypertension was an independent risk factor of postoperative hypertension among these children (OR 3.66; 95% CI 1.70-7.86). Overall, in children with OSA, the 24-hour ABP change after T&A is small. However, among children with preoperative hypertension, there is significant BP improvement after T&A surgery.",success
22647560,False,"Journal Article;Research Support, Non-U.S. Gov't;Review",,,,,,,,True,"Sleep disordered breathing (SDB) is a common disorder in both adults and children and is caused by the obstruction of the upper airway during sleep. Unlike adults, most cases of paediatric SDB are due to the presence of enlarged tonsils and adenoids, thus the main treatment option is adenotonsillectomy (T&A). It is well known that obstructive sleep apnoea in adults increases the risk for hypertension, coronary artery disease and stroke, and there is now mounting evidence that SDB also has a significant impact on the cardiovascular system in children with reports of elevated blood pressure, endothelial dysfunction and altered autonomic cardiovascular control. As there is now substantial evidence that elevated blood pressure in childhood is carried on to adulthood it is important to know if treatment of SDB improves cardiovascular outcomes. Studies in adults have shown that treatment of SDB leads to improvements in cardiovascular function, including a reduction in pulmonary artery pressure, systemic blood pressure and endothelial dysfunction. However, studies exploring the outcomes of treatment of SDB in children on the cardiovascular system are limited and varied in their methodology and outcome measures. As a number of cardiovascular disturbances are sequelae of SDB, early detection and management could result in the reduction of elevated blood pressure in children, and consequently a reduction in cardiovascular morbidity in adulthood. The aim of this review is to summarise the findings of studies to date which have investigated the cardiovascular outcomes in children treated for SDB and to make recommendations for future management of this very common disease.",success
27988237,False,Journal Article;Systematic Review,,,,,,,,True,"Despite recent clinical guideline development, the best pathway of care for children with symptoms of obstructive sleep-disordered breathing (oSDB) is still debated. This systematic review aims to map the research in childhood oSDB that has been conducted so far to support further guideline development, identify evidence gaps, and guide future research. A systematic search was performed in PubMed, EMBASE, and the Cochrane Library from inception to November 26, 2015. All publications on childhood oSDB were included, irrespective of type and language. The annual number of publications in the field of oSDB was counted over all years; for those published since January 1, 2011 (ie, the date of the latest literature search of the American Academy of Pediatrics guideline), total and annual numbers of publications across main research themes and methodologies were calculated. Of the 7,637 unique records retrieved, 5,871 publications were eligible for inclusion. There was an increase in annual publications since 2000, with 46% published since 2011. Most publications (61%) focused on individual treatment modalities, incidence, or prognosis. Few publications (2.7%) focused on health service delivery, outcomes, and health economics. Observational studies composed 78.5% of publications, 2.4% were randomized controlled trials, and 0.4% used a qualitative approach as their main methodology. A recent surge in research activity into childhood oSDB has improved the knowledge base for this condition; however, the lack of health services, health economics, and outcomes research impacts the applicability of evidence informing current guidance and leaves important questions for future research. PROSPERO: registration number CRD42015029291.",success
25953912,False,"Journal Article;Research Support, Non-U.S. Gov't",,,,,,,,True,"Treating obstructive sleep apnea in children is found to be associated with blood pressure decreases. However, exactly how adenotonsillectomy (T&A) affects blood pressure in obese and nonobese children remains unclear. This study assesses how obesity affects blood pressure in children with sleep apnea after T&A. Case series with chart review. A tertiary referral center. From 2010 to 2012, a total of 78 children were included. Based on propensity score methods (age, sex, and preoperative apnea-hypopnea index matched), children were assigned to either the obese group (n = 39) or the nonobese group (n = 39). All children received adenotonsillectomy. We recorded clinical symptoms, preoperative overnight polysomnography (PSG), and subsequent PSG within 3 months after T&A. We measured blood pressure 3 times before PSG (nocturnal blood pressure) and after PSG (morning blood pressure) in a sleep laboratory. Following surgery, the nonobese group had a significantly decreased nocturnal diastolic blood pressure (DBP) index (-12.0 to -18.8, P = .018), morning systolic blood pressure (SBP; 111.1 to 105.8 mm Hg, P = .014), SBP index (-5.4 to -10.9, P = .008), and DBP (-12.0 to -18.7, P = .023). Nevertheless, all blood pressure parameters in the obese group were not significantly changed postoperatively. The nonobese group improved more than obese group in nocturnal and morning DBP and DBP index by 2-way analysis of variance. Among the children receiving T&A as treatment for OSA, nonobese children improved more than obese children did in terms of blood pressure, allowing us to infer that obese children with OSA may benefit less from T&A in cardiovascular morbidities.",success
16585288,False,"Journal Article;Research Support, N.I.H., Extramural",,,,,,,,True,"Most children with sleep-disordered breathing (SDB) have mild-to-moderate forms, for which neurobehavioral complications are believed to be the most important adverse outcomes. To improve understanding of this morbidity, its long-term response to adenotonsillectomy, and its relationship to polysomnographic measures, we studied a series of children before and after clinically indicated adenotonsillectomy or unrelated surgical care. We recorded sleep and assessed behavioral, cognitive, and psychiatric morbidity in 105 children 5.0 to 12.9 years old: 78 were scheduled for clinically indicated adenotonsillectomy, usually for suspected SDB, and 27 for unrelated surgical care. One year later, we repeated all assessments in 100 of these children. Subjects who had an adenotonsillectomy, in comparison to controls, were more hyperactive on well-validated parent rating scales, inattentive on cognitive testing, sleepy on the Multiple Sleep Latency Test, and likely to have attention-deficit/hyperactivity disorder (as defined by the Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition) as judged by a child psychiatrist. In contrast, 1 year later, the 2 groups showed no significant differences in the same measures. Subjects who had an adenotonsillectomy had improved substantially in all measures, and control subjects improved in none. However, polysomnographic assessment of baseline SDB and its subsequent amelioration did not clearly predict either baseline neurobehavioral morbidity or improvement in any area other than sleepiness. Children scheduled for adenotonsillectomy often have mild-to-moderate SDB and significant neurobehavioral morbidity, including hyperactivity, inattention, attention-deficit/hyperactivity disorder, and excessive daytime sleepiness, all of which tend to improve by 1 year after surgery. However, the lack of better correspondence between SDB measures and neurobehavioral outcomes suggests the need for better measures or improved understanding of underlying causal mechanisms.",success
16396849,False,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",,,,,,,,True,"Tonsillectomy and adenoidectomy (T&A) is the primary therapeutic approach for sleep-disordered breathing (SDB) in children. However, residual mild SDB will be found in more than one third of these patients after T&A. We hypothesized that combined therapy with the leukotriene receptor antagonist montelukast and intranasal budesonide would result in normalization of residual SDB after T&A. During the period of October 2002 to February 2005, children who underwent T&A for SDB underwent a routine postoperative (second) overnight polysomnographic evaluation (PSG) 10 to 14 weeks after T&A surgery. In children with residual apnea hypopnea index (AHI) >1 and <5/hour of total sleep time (TST), treatment with montelukast and intranasal budesonide aqueous solution was administered for a period of 12 weeks (M/B group), at which time a third PSG was performed. Children who had residual SDB and did not receive M/B therapy from their treating physicians were recruited as control subjects. Twenty-two children received M/B, and 14 children served as control subjects. Mean age, gender distribution, ethnicity, and BMI were similar in the 2 treatment groups. The mean AHI at the second PSG was 3.9 +/- 1.2/hour of TST and 3.6 +/- 1.4/hour of TST in M/B-treated and control patients, respectively. Similar nadir arterial oxygen saturation (87.3 +/- 1.2%) and respiratory arousal index (4.6 +/- 0.7/hour of TST) were recorded for both groups. However, the M/B group demonstrated significant improvements in AHI (0.3 +/- 0.3/hour of TST), in nadir arterial oxygen saturation (92.5 +/- 3.0%), and in respiratory arousal index (0.8 +/- 0.7/hour of TST) on the third PSG, whereas no significant changes occurred over time in control subjects. Combined anti-inflammatory therapy that consists of oral montelukast and intranasal budesonide effectively improves and/or normalizes respiratory and sleep disturbances in children with residual SDB after T&A.",success
30798778,False,"Journal Article;Practice Guideline;Research Support, Non-U.S. Gov't",,,,,,,,True,"This update of a 2011 guideline developed by the American Academy of Otolaryngology-Head and Neck Surgery Foundation provides evidence-based recommendations on the pre-, intra-, and postoperative care and management of children 1 to 18 years of age under consideration for tonsillectomy. Tonsillectomy is defined as a surgical procedure performed with or without adenoidectomy that completely removes the tonsil, including its capsule, by dissecting the peritonsillar space between the tonsil capsule and the muscular wall. Tonsillectomy is one of the most common surgical procedures in the United States, with 289,000 ambulatory procedures performed annually in children <15 years of age based on the most recent published data. This guideline is intended for all clinicians in any setting who interact with children who may be candidates for tonsillectomy. The purpose of this multidisciplinary guideline is to identify quality improvement opportunities in managing children under consideration for tonsillectomy and to create explicit and actionable recommendations to implement these opportunities in clinical practice. Specifically, the goals are to educate clinicians, patients, and/or caregivers regarding the indications for tonsillectomy and the natural history of recurrent throat infections. Additional goals include the following: optimizing the perioperative management of children undergoing tonsillectomy, emphasizing the need for evaluation and intervention in special populations, improving the counseling and education of families who are considering tonsillectomy for their children, highlighting the management options for patients with modifying factors, and reducing inappropriate or unnecessary variations in care. Children aged 1 to 18 years under consideration for tonsillectomy are the target patient for the guideline. For this guideline update, the American Academy of Otolaryngology-Head and Neck Surgery Foundation selected a panel representing the fields of nursing, anesthesiology, consumers, family medicine, infectious disease, otolaryngology-head and neck surgery, pediatrics, and sleep medicine. The guideline update group made strong recommendations for the following key action statements (KASs): (1) Clinicians should recommend watchful waiting for recurrent throat infection if there have been <7 episodes in the past year, <5 episodes per year in the past 2 years, or <3 episodes per year in the past 3 years. (2) Clinicians should administer a single intraoperative dose of intravenous dexamethasone to children undergoing tonsillectomy. (3) Clinicians should recommend ibuprofen, acetaminophen, or both for pain control after tonsillectomy. The guideline update group made recommendations for the following KASs: (1) Clinicians should assess the child with recurrent throat infection who does not meet criteria in KAS 2 for modifying factors that may nonetheless favor tonsillectomy, which may include but are not limited to multiple antibiotic allergies/intolerance, PFAPA (periodic fever, aphthous stomatitis, pharyngitis, and adenitis), or history of >1 peritonsillar abscess. (2) Clinicians should ask caregivers of children with obstructive sleep-disordered breathing and tonsillar hypertrophy about comorbid conditions that may improve after tonsillectomy, including growth retardation, poor school performance, enuresis, asthma, and behavioral problems. (3) Before performing tonsillectomy, the clinician should refer children with obstructive sleep-disordered breathing for polysomnography if they are <2 years of age or if they exhibit any of the following: obesity, Down syndrome, craniofacial abnormalities, neuromuscular disorders, sickle cell disease, or mucopolysaccharidoses. (4) The clinician should advocate for polysomnography prior to tonsillectomy for obstructive sleep-disordered breathing in children without any of the comorbidities listed in KAS 5 for whom the need for tonsillectomy is uncertain or when there is discordance between the physical examination and the reported severity of oSDB. (5) Clinicians should recommend tonsillectomy for children with obstructive sleep apnea documented by overnight polysomnography. (6) Clinicians should counsel patients and caregivers and explain that obstructive sleep-disordered breathing may persist or recur after tonsillectomy and may require further management. (7) The clinician should counsel patients and caregivers regarding the importance of managing posttonsillectomy pain as part of the perioperative education process and should reinforce this counseling at the time of surgery with reminders about the need to anticipate, reassess, and adequately treat pain after surgery. (8) Clinicians should arrange for overnight, inpatient monitoring of children after tonsillectomy if they are <3 years old or have severe obstructive sleep apnea (apnea-hypopnea index ≥10 obstructive events/hour, oxygen saturation nadir <80%, or both). (9) Clinicians should follow up with patients and/or caregivers after tonsillectomy and document in the medical record the presence or absence of bleeding within 24 hours of surgery (primary bleeding) and bleeding occurring later than 24 hours after surgery (secondary bleeding). (10) Clinicians should determine their rate of primary and secondary posttonsillectomy bleeding at least annually. The guideline update group made a strong recommendation against 2 actions: (1) Clinicians should not administer or prescribe perioperative antibiotics to children undergoing tonsillectomy. (2) Clinicians must not administer or prescribe codeine, or any medication containing codeine, after tonsillectomy in children younger than 12 years. The policy level for the recommendation about documenting recurrent throat infection was an option: (1) Clinicians may recommend tonsillectomy for recurrent throat infection with a frequency of at least 7 episodes in the past year, at least 5 episodes per year for 2 years, or at least 3 episodes per year for 3 years with documentation in the medical record for each episode of sore throat and ≥1 of the following: temperature >38.3°C (101°F), cervical adenopathy, tonsillar exudate, or positive test for group A beta-hemolytic streptococcus. (1) Incorporating new evidence profiles to include the role of patient preferences, confidence in the evidence, differences of opinion, quality improvement opportunities, and any exclusion to which the action statement does not apply. (2) There were 1 new clinical practice guideline, 26 new systematic reviews, and 13 new randomized controlled trials included in the current guideline update. (3) Inclusion of 2 consumer advocates on the guideline update group. (4) Changes to 5 KASs from the original guideline: KAS 1 (Watchful waiting for recurrent throat infection), KAS 3 (Tonsillectomy for recurrent infection with modifying factors), KAS 4 (Tonsillectomy for obstructive sleep-disordered breathing), KAS 9 (Perioperative pain counseling), and KAS 10 (Perioperative antibiotics). (5) Seven new KASs: KAS 5 (Indications for polysomnography), KAS 6 (Additional recommendations for polysomnography), KAS 7 (Tonsillectomy for obstructive sleep apnea), KAS 12 (Inpatient monitoring for children after tonsillectomy), KAS 13 (Postoperative ibuprofen and acetaminophen), KAS 14 (Postoperative codeine), and KAS 15a (Outcome assessment for bleeding). (6) Addition of an algorithm outlining KASs. (7) Enhanced emphasis on patient and/or caregiver education and shared decision making.",success
27840333,False,Journal Article;Practice Guideline;Review,,,,,,,,True,"Since 1980, the American College of Cardiology (ACC) and American Heart Association (AHA) have translated scientific evidence into clinical practice guidelines with recommendations to improve cardiovascular health. These guidelines, based on systematic methods to evaluate and classify evidence, provide a cornerstone of quality cardiovascular care. In response to reports from the Institute of Medicine<sup>,</sup> and a mandate to evaluate new knowledge and maintain relevance at the point of care, the ACC/AHA Task Force on Clinical Practice Guidelines (Task Force) modified its methodology.<sup>–</sup> The relationships among guidelines, data standards, appropriate use criteria, and performance measures are addressed elsewhere. Practice guidelines provide recommendations applicable to patients with or at risk of developing cardiovascular disease. The focus is on medical practice in the United States, but guidelines developed in collaboration with other organizations may have a broader target. Although guidelines may be used to inform regulatory or payer decisions, the intent is to improve quality of care and align with patients' interests. Guidelines are intended to define practices meeting the needs of patients in most, but not all, circumstances, and should not replace clinical judgment. Guidelines are reviewed annually by the Task Force and are official policy of the ACC and AHA. Each guideline is considered current until it is updated, revised, or superseded by published addenda, statements of clarification, focused updates, or revised full-text guidelines. To ensure that guidelines remain current, new data are reviewed biannually to determine whether recommendations should be modified. In general, full revisions are posted in 5-year cycles.<sup>–</sup> Processes have evolved to support the evolution of guidelines as “living documents” that can be dynamically updated. This process delineates a recommendation to address a specific clinical question, followed by concise text (ideally <250 words) and hyperlinked to supportive evidence. This approach accommodates time constraints on busy clinicians and facilitates easier access to recommendations via electronic search engines and other evolving technology. Writing committee members review the literature; weigh the quality of evidence for or against particular tests, treatments, or procedures; and estimate expected health outcomes. In developing recommendations, the writing committee uses evidence-based methodologies that are based on all available data.<sup>–</sup> Literature searches focus on randomized controlled trials (RCTs) but also include registries, nonrandomized comparative and descriptive studies, case series, cohort studies, systematic reviews, and expert opinion. Only selected references are cited. The Task Force recognizes the need for objective, independent Evidence Review Committees (ERCs) that include methodologists, epidemiologists, clinicians, and biostatisticians who systematically survey, abstract, and assess the evidence to address systematic review questions posed in the PICOTS format (P=population, I=intervention, C=comparator, O=outcome, T=timing, S=setting).<sup>,–</sup> Practical considerations, including time and resource constraints, limit the ERCs to evidence that is relevant to key clinical questions and lends itself to systematic review and analysis that could affect the strength of corresponding recommendations. The term “guideline-directed management and therapy” (GDMT) refers to care defined mainly by ACC/AHA Class I recommendations. For these and all recommended drug treatment regimens, the reader should confirm dosage with product insert material and carefully evaluate for contraindications and interactions. Recommendations are limited to treatments, drugs, and devices approved for clinical use in the United States. The Class of Recommendation (COR; ie, the strength of the recommendation) encompasses the anticipated magnitude and certainty of benefit in proportion to risk. The Level of Evidence (LOE) rates evidence supporting the effect of the intervention on the basis of the type, quality, quantity, and consistency of data from clinical trials and other reports (Table 1).<sup>–</sup> Unless otherwise stated, recommendations are sequenced by COR and then by LOE. Where comparative data exist, preferred strategies take precedence. When >1 drug, strategy, or therapy exists within the same COR and LOE and no comparative data are available, options are listed alphabetically. The ACC and AHA sponsor the guidelines without commercial support, and members volunteer their time. The Task Force zealously avoids actual, potential, or perceived conflicts of interest that might arise through relationships with industry or other entities (RWI). All writing committee members and reviewers are required to disclose current industry relationships or personal interests, from 12 months before initiation of the writing effort. Management of RWI involves selecting a balanced writing committee and assuring that the chair and a majority of committee members have no relevant RWI (Appendix 1). Members are restricted with regard to writing or voting on sections to which their RWI apply. For transparency, members' comprehensive disclosure information is available online. Comprehensive disclosure information for the Task Force is also available online. The Task Force strives to avoid bias by selecting experts from a broad array of backgrounds representing different geographic regions, sexes, ethnicities, intellectual perspectives/biases, and scopes of clinical practice, and by inviting organizations and professional societies with related interests and expertise to participate as partners or collaborators. Managing patients with multiple conditions can be complex, especially when recommendations applicable to coexisting illnesses are discordant or interacting. The guidelines are intended to define practices meeting the needs of patients in most, but not all, circumstances. The recommendations should not replace clinical judgment. Management in accordance with guideline recommendations is effective only when followed. Adherence to recommendations can be enhanced by shared decision making between clinicians and patients, with patient engagement in selecting interventions on the basis of individual values, preferences, and associated conditions and comorbidities. Consequently, circumstances may arise in which deviations from these guidelines are appropriate.",success
