ref_pmid,ref_is_clinical_trial_pt_type,ref_publication_types,ref_primary_nct_number,ref_primary_nct_source,ref_all_registry_ids,ref_all_nct_numbers,ref_all_structured_nct_numbers,ref_all_nct_source_pairs,ref_all_structured_nct_source_pairs,ref_has_abstract,ref_abstract,ref_fetch_status
17942773,False,"Journal Article;Research Support, N.I.H., Extramural",,,,,,,,True,"Although ambulatory BP recordings are found to be superior to dialysis unit recordings in predicting outcomes, ambulatory BP are difficult to obtain in the day-to-day treatment of hemodialysis patients. Home BP agree well with ambulatory BP, but the prognostic significance of home BP recordings is unknown in hemodialysis patients. This study ascertained the role of home BP in predicting all-cause and cardiovascular mortality. A prospective cohort study was conducted in 150 patients who were on chronic hemodialysis dialyzing at four university-affiliated units. BP was self-measured at home for 1 wk, for an interdialytic interval by ambulatory recording, and by ""routine"" and standardized methods in the dialysis unit for 2 wk. Patients were followed for a median of 24 mo to assess the end points of all-cause and cardiovascular mortality. Cardiovascular death occurred in 26 (17%) patients and death in 46 (31%) patients. A 1-SD increase in systolic BP increased the risk for death by 1.35 (95% CI 0.99 to 1.84) and in diastolic BP by 1.40 (95% CI 1.03 to 1.93) for home BP and between 0.97 to 1.19 (P > 0.20) for all-cause mortality for dialysis unit BP recording. A dose-response relationship between increasing quartiles of home BP and all-cause mortality and cardiovascular mortality was seen. Self-measured systolic BP of 125 to 145 mmHg and of 115 to 125 mmHg by ambulatory BP is associated with the best prognosis in hemodialysis patients.",success
20083728,False,"Journal Article;Research Support, N.I.H., Extramural",,,,,,,,True,"Blood pressure measured before and after dialysis does not agree well with those recorded outside the dialysis unit. Whether recordings obtained outside the dialysis unit are of greater prognostic value than blood pressure obtained just before and after dialysis remains incompletely understood. Among 326 patients on long-term hemodialysis, blood pressure was self-measured at home for 1 week, over an interdialytic interval by ambulatory recording and before and after dialysis over 2 weeks. Over a mean follow-up of 32 (SD 20) months, 102 patients died (31%), yielding a crude mortality rate of 118/1000 patient years. Systolic but not diastolic blood pressure was found to be of prognostic importance. Adjusted and unadjusted multivariate analyses showed increasing quartiles of ambulatory and home systolic blood pressure to be associated with all-cause mortality (adjusted hazard ratios for increasing quartiles of ambulatory: 2.51, 3.43, 2.62; and for home blood pressure: 2.15, 1.7, 1.44). Mortality was lowest when home systolic blood pressure was between 120 to 130 mm Hg and ambulatory systolic blood pressure was between 110 to 120 mm Hg. Blood pressure recorded before and after dialysis was not statistically significant (P=0.17 for predialysis, and P=0.997 for postdialysis) in predicting mortality. Out-of-dialysis unit blood pressure measurement provided superior prognostic information compared to blood pressure within the dialysis unit (likelihood ratio test, P<0.05). Out-of-dialysis unit blood pressure among hemodialysis patients is prognostically more informative than that recorded just before and after dialysis. Therefore, the management of hypertension among these patients should focus on blood pressure recordings outside the dialysis unit.",success
34136793,False,Journal Article,,,,,,,,False,,success
19153263,True,"Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural",NCT00067665,databank,NCT00067665,NCT00067665,NCT00067665,NCT00067665|databank,NCT00067665|databank,True,"Volume excess is thought to be important in the pathogenesis of hypertension among hemodialysis patients. To determine whether additional volume reduction will result in improvement in blood pressure (BP) among hypertensive patients on hemodialysis and to evaluate the time course of this response, we randomly assigned long-term hypertensive hemodialysis patients to ultrafiltration or control groups. The additional ultrafiltration group (n=100) had the dry weight probed without increasing time or duration of dialysis, whereas the control group (n=50) only had physician visits. The primary outcome was change in systolic interdialytic ambulatory BP. Postdialysis weight was reduced by 0.9 kg at 4 weeks and resulted in -6.9 mm Hg (95% CI: -12.4 to -1.3 mm Hg; P=0.016) change in systolic BP and -3.1 mm Hg (95% CI: -6.2 to -0.02 mm Hg; P=0.048) change in diastolic BP. At 8 weeks, dry weight was reduced 1 kg, systolic BP changed -6.6 mm Hg (95% CI: -12.2 to -1.0 mm Hg; P=0.021), and diastolic BP changed -3.3 mm Hg (95% CI: -6.4 to -0.2 mm Hg; P=0.037) from baseline. The Mantel-Hanzel combined odds ratio for systolic BP reduction of > or =10 mm Hg was 2.24 (95% CI: 1.32 to 3.81; P=0.003). There was no deterioration seen in any domain of the kidney disease quality of life health survey despite an increase in intradialytic signs and symptoms of hypotension. The reduction of dry weight is a simple, efficacious, and well-tolerated maneuver to improve BP control in hypertensive hemodialysis patients. Long-term control of BP will depend on continued assessment and maintenance of dry weight.",success
32800842,True,"Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural",NCT03459807,databank,NCT03459807,NCT03459807,NCT03459807,NCT03459807|databank,NCT03459807|databank,True,"Observational studies have reported a U-shaped association between blood pressure (BP) before a hemodialysis session and death. In contrast, because a linear association between out-of-dialysis-unit BP and death has been reported, home BP may be a better target for treatment. To test the feasibility of this approach, we conducted a pilot trial of treating home versus predialysis BP in hemodialysis patients. A 4-month, parallel, randomized, controlled trial. 50 prevalent hemodialysis patients in San Francisco and Seattle. Participants were randomly assigned using 1:1 block randomization, stratified by site. To target home systolic BP (SBP) of 100-<140 mm Hg versus predialysis SBP of 100-<140mm Hg. Home and predialysis SBPs were ascertained every 2 weeks. Dry weight and BP medications were adjusted to reach the target SBP. Primary outcomes were feasibility, adherence, safety. and tolerability. 50 of 70 (71%) patients who were approached agreed to participate. All enrollees completed the study except for 1 who received a kidney transplant. In the home BP treatment group, adherence to obtaining/reporting home BP was 97.4% (and consistent over the 4 months). There was no increased frequency of high (defined as SBP>200mm Hg; 0.2% vs 0%) or low (defined as<90mm Hg; 1.8% vs 1.2%) predialysis BP readings in the home versus predialysis treatment arms, respectively. However, participants in the home BP arm had higher frequency of fatigue (32% vs 16%). Small sample size. This pilot trial demonstrates feasibility and high adherence to home BP measurement and treatment in hemodialysis patients. Larger trials to test the long-term feasibility, efficacy, and safety of home BP treatment in hemodialysis patients should be conducted. National Institutes of Health, Satellite Healthcare, and Northwest Kidney Centers. Registered at ClinicalTrials.gov with study number NCT03459807.",success
31864820,False,"Journal Article;Research Support, N.I.H., Extramural;Review",,,,,,,,True,"The majority of patients with chronic kidney disease (CKD) have elevated blood pressure (BP). In patients with CKD, hypertension is associated with increased risk for cardiovascular disease, progression of CKD, and all-cause mortality. New guidelines from the American College of Cardiology/American Heart Association (ACC/AHA) recommend new thresholds and targets for the diagnosis and treatment of hypertension in patients with and without CKD. A new aspect of the guidelines is the recommendation for measurement of out-of-office BP to confirm the diagnosis of hypertension and guide therapy. In this KDOQI (Kidney Disease Outcomes Quality Initiative) perspective, we review the recommendations for accurate BP measurement in the office, at home, and with ambulatory BP monitoring. Regardless of location, validated devices and appropriate cuff sizes should be used. In the clinic and at home, proper patient preparation and positioning are critical. Patients should receive information about the importance of BP measurement techniques and be encouraged to advocate for adherence to guideline recommendations. Implementing appropriate BP measurement in routine practice is feasible and should be incorporated in system-wide efforts to improve the care of patients with hypertension. Hypertension is the number 1 chronic disease risk factor in the world; BP measurements in the office, at home, and with ambulatory BP monitoring should adhere to recommendations from the AHA.",success
17625395,False,"Comparative Study;Journal Article;Research Support, N.I.H., Extramural;Validation Study",,,,,,,,True,"Increased arterial stiffness, common in end-stage renal disease patients, has been shown to affect the correspondence between oscillometric and mercury sphygmomanometer blood pressure readings. The purpose of this study was to validate an oscillometric home blood pressure monitor in an end-stage renal disease population and to determine the effect of arterial stiffness on its accuracy. Blood pressure measurements were taken with the Microlife 3AC1-1PC (Microlife; Taipei, Taiwan), an oscillometric home blood pressure monitor, and a mercury sphygmomanometer in 33 patients as specified by the European Society of Hypertension Validation Protocol. Radial pulse wave analyses were also performed. On the basis of European Society of Hypertension criteria, the Microlife 3AC1-1PC received a passing score for systolic and diastolic blood pressures. On average, the oscillometric monitor overestimated diastolic blood pressure by 2.4 mmHg (P=0.005, SD=4.5 mmHg) and there was a trend towards overestimation of systolic blood pressure as well (1.3 mmHg, P=0.09, SD=4.4 mmHg). A positive correlation was found between arterial stiffness, as assessed by augmentation index and pulse pressure, and the diastolic blood pressure difference between the device and the mercury sphygmomanometer (r=0.54, P=0.003; and r=0.65, P=0.001, respectively). Diastolic blood pressure was negatively correlated with the diastolic blood pressure difference (r=-0.49, P=0.003). No significant relationship was found between the systolic blood pressure difference and augmentation index, pulse pressure or systolic blood pressure. The Microlife 3AC1-1PC was shown to accurately measure blood pressure in patients with end-stage renal disease. As arterial stiffness increased and diastolic blood pressure fell, diastolic blood pressure was increasingly overestimated.",success
19938337,False,"Journal Article;Research Support, Non-U.S. Gov't;Validation Study",,,,,,,,True,"The accuracy of oscillometric blood pressure (BP) measuring devices determined in resting conditions may be distorted in those under hemodialysis (HD). The evaluation of accuracy of the Omron HEM-907 was performed in accordance with the International Protocol for validation of BP measuring devices (IP). Out of a group of 49 patients with end-stage renal disease (ESRD) (56.7 +/- 15.6 years), four groups of 33 patients each were selected to ascertain their BP before and after HD. The Omron HEM-907 fulfilled the IP accuracy requirements for systolic BP measurements before and after HD. In the case of diastolic BP before HD, the Omron HEM-907 did not fulfill both requirements for phase 2.2 IP. In only 21 out of 33 patients, the difference between the mean of two observers and the Omron HEM-907 device (Diff) was not more than 5 mmHg, while the requirement was 22 patients. In seven patients, all three Diff were over 5 mmHg, while the accepted limit is three. After HD, the Omron HEM-907 did not fulfill one out of two criteria of phase 2.2 IP - in five people, all three Diff were over 5 mmHg. The Omron HEM-907 oscillometric method of BP measurement should not be used to measure BP before and after HD in ESRD patients. In ESRD patients, an alternative method of BP measurement, in the event of a lack of a mercury sphygmomanometer, could be a classical auscultatory method together with the Omron HEM-907, which allows for this type of BP measurement.",success
16205443,False,"Comparative Study;Journal Article;Research Support, N.I.H., Extramural;Validation Study",,,,,,,,True,"Oscillometric devices are commonly used to measure blood pressure and their validation entails sequential measurements of auscultated and oscillometric blood pressures. It is unknown whether simultaneous measurement of auscultated blood pressure and concurrent digitization and recording of the sounds can improve assessment of such devices. The aim of this study was to develop a technique of simultaneous measurement of blood pressure using oscillometric and auscultated measurements in the same deflation. Using such a device, we validated the Omron HEM-907 blood pressure measuring device in hemodialysis patients. Twenty non-hypertensive subjects and 20 hemodialysis patients were studied. Six blood pressure readings were obtained in each participant; three readings were obtained using the automatic, oscillometric mode of Omron HEM-907 and three readings were obtained using the manual mode of the Omron HEM-907. In each situation, simultaneous digitized Korotkoff sounds and manometric pressures were recorded. The grading scale indicated by the British Hypertension Society protocol was used to assess the device. Systolic blood pressure measured simultaneously by digitized sound and pressures agreed closely for systolic pressure (Grade A for both hemodialysis and normal controls) but not for diastolic pressure (Grade C for both hemodialysis and controls). Sequential comparison of oscillometric readings with auscultated systolic and diastolic pressure yielded a Grade B for both hemodialysis patients and controls. When concurrent digitized systolic readings were used, however, Grade A was achieved for both populations for systolic readings, but Grade C for diastolic readings. The mean differences (SD) between the oscillometric and auscultatory blood pressure reading in normal controls were 4.3 (8.9) and 0.6 (8.7) for systolic and diastolic blood pressures, respectively. In hemodialysis patients, the mean differences (SD) were 2.7 (9.3) and 0.4 (7.0) for systolic and diastolic blood pressures, respectively. Simultaneous measurement of digitized Korotkoff sounds and pressure can improve the assessment of devices for systolic but not diastolic blood pressure. The Omron HEM-907 device can be recommended for use in hemodialysis patients.",success
34510915,False,"Journal Article;Research Support, N.I.H., Extramural;Review",,,,,,,,True,"Several novel cuffless wearable devices and smartphone applications claiming that they can measure blood pressure (BP) are appearing on the market. These technologies are very attractive and promising, with increasing interest among health care professionals for their potential use. Moreover, they are becoming popular among patients with hypertension and healthy people. However, at the present time, there are serious issues about BP measurement accuracy of cuffless devices and the 2021 European Society of Hypertension Guidelines on BP measurement do not recommend them for clinical use. Cuffless devices have special validation issues, which have been recently recognized. It is important to note that the 2018 Universal Standard for the validation of automated BP measurement devices developed by the American Association for the Advancement of Medical Instrumentation, the European Society of Hypertension, and the International Organization for Standardization is inappropriate for the validation of cuffless devices. Unfortunately, there is an increasing number of publications presenting data on the accuracy of novel cuffless BP measurement devices, with inadequate methodology and potentially misleading conclusions. The objective of this review is to facilitate understanding of the capabilities and limitations of emerging cuffless BP measurement devices. First, the potential and the types of these devices are described. Then, the unique challenges in evaluating the BP measurement accuracy of cuffless devices are explained. Studies from the literature and computer simulations are employed to illustrate these challenges. Finally, proposals are given on how to evaluate cuffless devices including presenting and interpreting relevant study results.",success
