ref_pmid,ref_is_clinical_trial_pt_type,ref_publication_types,ref_primary_nct_number,ref_primary_nct_source,ref_all_registry_ids,ref_all_nct_numbers,ref_all_structured_nct_numbers,ref_all_nct_source_pairs,ref_all_structured_nct_source_pairs,ref_has_abstract,ref_abstract,ref_fetch_status
20156896,True,"Comparative Study;Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",,,,,,,,True,"Poor communication and teamwork may contribute to errors during neonatal resuscitation. Our objective was to evaluate whether interns who received a 2-hour teamwork training intervention with the Neonatal Resuscitation Program (NRP) demonstrated more teamwork and higher quality resuscitations than control subjects. Participants were noncertified 2007 and 2008 incoming interns for pediatrics, combined pediatrics and internal medicine, family medicine, emergency medicine, and obstetrics and gynecology (n = 98). Pediatrics and combined pediatrics/internal medicine interns were eligible for 6-month follow-up (n = 34). A randomized trial was conducted in which half of the participants in the team training arm practiced NRP skills by using high-fidelity simulators; the remaining practiced with low-fidelity simulators, as did control subjects. Blinded, trained observers viewed video recordings of high-fidelity-simulated resuscitations for teamwork and resuscitation quality. High-fidelity training (HFT) group had higher teamwork frequency than did control subjects (12.8 vs 9.0 behaviors per minute; P < .001). Intervention groups maintained more workload management (control subjects: 89.3%; low-fidelity training [LFT] group: 98.0% [P < .001]; HFT group: 98.8%; HFT group versus control subjects [P < .001]) and completed resuscitations faster (control subjects: 10.6 minutes; LFT group: 8.6 minutes [P = .040]; HFT group: 7.4 minutes; HFT group versus control subjects [P < .001]). Overall, intervention teams completed the resuscitation an average of 2.6 minutes faster than did control subjects, a time reduction of 24% (95% confidence interval: 12%-37%). Intervention groups demonstrated more frequent teamwork during 6-month follow-up resuscitations (11.8 vs 10.0 behaviors per minute; P = .030). Trained participants exhibited more frequent teamwork behaviors (especially the HFT group) and better workload management and completed the resuscitation more quickly than did control subjects. The impact on team behaviors persisted for at least 6 months. Incorporating team training into the NRP curriculum is a feasible and effective way to teach interns teamwork skills. It also improves simulated resuscitation quality by shortening the duration.",success
20124886,True,Journal Article;Randomized Controlled Trial,,,,,,,,True,"The influence of teaching leadership on the performance of rescuers remains unknown. The aim of this study was to compare leadership instruction with a general technical instruction in a high-fidelity simulated cardiopulmonary resuscitation scenario. Prospective, randomized, controlled superiority trial. Simulator Center of the University Hospital Basel in Switzerland. Two-hundred thirty-seven volunteer medical students in teams of three. During a baseline visit, the medical students participated in a video-taped simulated witnessed cardiac arrest. Participants were thereafter randomized to receive instructions focusing either on correct positions of arms and shoulders (technical instruction group) or on leadership and communication to enhance team coordination (leadership instruction group). A follow-up simulation was conducted after 4 mos. The primary outcome was the amount of hands-on time, defined as duration of uninterrupted cardiopulmonary resuscitation in the first 180 secs after the onset of the cardiac arrest (hands-on time) [corrected]. Secondary outcomes were time to start cardiopulmonary resuscitation, total leadership utterances, and technical skills. Outcomes were compared based on videotapes coded by two independent researchers. After a balanced performance at baseline, the leadership instruction group demonstrated a longer hands-on time (120 secs; interquartile range, 98-135 vs. 87 secs; interquartile range, 61-108; p < .001), a shorter median time to start cardiopulmonary resuscitation (44 secs; interquartile range, 32-62; vs. 67 secs; interquartile range, 43-79; p = .018), and had more leadership utterances (7; interquartile range, 4-10; vs. 5; interquartile range, 2-8; p = .02) in the follow-up visit. The rate of correct arm and shoulder positions was higher in teams with technical instruction (59%; 19 out of 32; vs. 23%; 7 out of 31; p = .003). Video-assisted leadership and technical instructions after a simulated cardiopulmonary resuscitation scenario showed sustained efficacy after a 4-mo duration. Leadership instructions were superior to technical instructions, with more leadership utterances and better overall cardiopulmonary resuscitation performance.",success
24622164,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",,,,,,,,True,"The effect of teaching crisis resource management skills on the resuscitation performance of pediatric residents is unknown. The primary objective of this pilot study was to determine if teaching crisis resource management to residents leads to improved clinical and crisis resource management performance in simulated pediatric resuscitation scenarios. A prospective, randomized control pilot study. Simulation facility at tertiary pediatric hospital. Junior pediatric residents. Junior pediatric residents were randomized to 1 hour of crisis resource management instruction or no additional training. Time to predetermined resuscitation tasks was noted in simulated resuscitation scenarios immediately after intervention and again 3 months post intervention. Crisis resource management skills were evaluated using the Ottawa Global Rating Scale. Fifteen junior residents participated in the study, of which seven in the intervention group. The intervention crisis resource management group placed monitor leads 24.6 seconds earlier (p = 0.02), placed an IV 47.1 seconds sooner (p = 0.04), called for help 50.4 seconds faster (p = 0.03), and checked for a pulse after noticing a rhythm change 84.9 seconds quicker (p = 0.01). There was no statistically significant difference in time to initiation of cardiopulmonary resuscitation (p = 0.264). The intervention group had overall crisis resource management performance scores 1.15 points higher (Ottawa Global Rating Scale [out of 7]) (p = 0.02). Three months later, these differences between the groups persisted. A 1-hour crisis resource management teaching session improved time to critical initial steps of pediatric resuscitation and crisis resource management performance as measured by the Ottawa Global Rating Scale. The control group did not develop these crisis resource management skills over 3 months of standard training indicating that obtaining these skills requires specific education. Larger studies of crisis resource education are required.",success
21664757,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",,,,,,,,True,"To evaluate the impact of video-based interactive crisis resource management (CRM) training on no-flow time (NFT) and on proportions of team member verbalisations (TMV) during simulated cardiopulmonary resuscitation (CPR). Further, to investigate the link between team leader verbalisation accuracy and NFT. The randomised controlled study was embedded in the obligatory advanced life support (ALS) course for final-year medical students. Students (176; 25.35±1.03 years, 63% female) were alphabetically assigned to 44 four-person teams that were then randomly (computer-generated) assigned to either CRM intervention (n=26), receiving interactive video-based CRM-training, or to control intervention (n=18), receiving an additional ALS-training. Primary outcomes were NFT and proportions of TMV, which were subdivided into eight categories: four team leader verbalisations (TLV) with different accuracy levels and four follower verbalisation categories (FV). Measurements were made of all groups administering simulated adult CPR. NFT rates were significantly lower in the CRM-training group (31.4±6.1% vs. 36.3±6.6%, p=0.014). Proportions of all TLV categories were higher in the CRM-training group (p<0.001). Differences in FV were only found for one category (unsolicited information) (p=0.012). The highest correlation with NFT was found for high accuracy TLV (direct orders) (p=0.06). The inclusion of CRM training in undergraduate medical education reduces NFT in simulated CPR and improves TLV proportions during simulated CPR. Further research will test how these results translate into clinical performance and patient outcome.",success
28253848,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",,,,,,,,True,"Chest compressions are a core element of cardio-pulmonary resuscitation. Despite periodic training, real-life chest compressions have been reported to be overly shallow and/or fast, very likely affecting patient outcomes. We investigated the effect of a brief Crew Resource Management (CRM) training program on the correction rate of improperly executed chest compressions in a simulated cardiac arrest scenario. Final-year medical students (n = 57) were randomised to receive a 10-min computer-based CRM or a control training on ethics. Acting as team leaders, subjects performed resuscitation in a simulated cardiac arrest scenario before and after the training. Team members performed standardised overly shallow and fast chest compressions. We analysed how often the team leader recognised and corrected improper chest compressions, as well as communication and resuscitation quality. After the CRM training, team leaders corrected improper chest compressions (35.5%) significantly more often compared with those undergoing control training (7.7%, p = 0.03*). Consequently, four students have to be trained (number needed to treat = 3.6) for one improved chest compression scenario. Communication quality assessed by the Leader Behavior Description Questionnaire significantly increased in the intervention group by a mean of 4.5 compared with 2.0 (p = 0.01*) in the control group. A computer-based, 10-min CRM training improved the recognition of ineffective of chest compressions. Furthermore, communication quality increased. As guideline-adherent chest compressions have been linked to improved patient outcomes, our CRM training might represent a brief and affordable approach to increase chest compression quality and potentially improve patient outcomes.",success
28157808,True,"Clinical Trial;Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't",,,,,,,,True,"To measure the effect of a 1-day team training course for pediatric interprofessional resuscitation team members on adherence to Pediatric Advanced Life Support guidelines, team efficiency, and teamwork in a simulated clinical environment. Multicenter prospective interventional study. Four tertiary-care children's hospitals in Canada from June 2011 to January 2015. Interprofessional pediatric resuscitation teams including resident physicians, ICU nurse practitioners, registered nurses, and registered respiratory therapists (n = 300; 51 teams). A 1-day simulation-based team training course was delivered, involving an interactive lecture, group discussions, and four simulated resuscitation scenarios, each followed by a debriefing. The first scenario of the day (PRE) was conducted prior to any team training. The final scenario of the day (POST) was the same scenario, with a slightly modified patient history. All scenarios included standardized distractors designed to elicit and challenge specific teamwork behaviors. Primary outcome measure was change (before and after training) in adherence to Pediatric Advanced Life Support guidelines, as measured by the Clinical Performance Tool. Secondary outcome measures were as follows: 1) change in times to initiation of chest compressions and defibrillation and 2) teamwork performance, as measured by the Clinical Teamwork Scale. Correlation between Clinical Performance Tool and Clinical Teamwork Scale scores was also analyzed. Teams significantly improved Clinical Performance Tool scores (67.3-79.6%; p < 0.0001), time to initiation of chest compressions (60.8-27.1 s; p < 0.0001), time to defibrillation (164.8-122.0 s; p < 0.0001), and Clinical Teamwork Scale scores (56.0-71.8%; p < 0.0001). A positive correlation was found between Clinical Performance Tool and Clinical Teamwork Scale (R = 0.281; p < 0.0001). Participation in a simulation-based team training educational intervention significantly improved surrogate measures of clinical performance, time to initiation of key clinical tasks, and teamwork during simulated pediatric resuscitation. A positive correlation between clinical and teamwork performance suggests that effective teamwork improves clinical performance of resuscitation teams.",success
21937959,True,Journal Article;Randomized Controlled Trial,,,,,,,,True,"In this study designed with adequate statistical power to detect relevant training effects, investigators evaluated Crisis Resource Management (CRM) training during a simulated patient crisis. This study is guided by the Team Effectiveness Conceptual Model by Kozlowski and Ilgen. An experimental pretest/posttest design was used. Four-member, interdisciplinary teams, each composed of nursing and medical students, were randomly assigned to experimental or control conditions: Basic Life Support plus CRM training or Basic Life Support only, respectively. Team process (task management, teamworking, situation awareness, and interprofessional attitude) and team effectiveness (team error rate and response times) were the outcomes of interest. Experimental teams demonstrated significant improvement in team process measures compared with control teams. CRM training predicted 13% of the variance in task management (P = 0.05), 15% of the variance in teamworking (P = 0.04), and 18% of the variance in situation awareness (P = 0.03). CRM training and task management predicted 22% of the variance (P = 0.04) in team error rate; CRM training and teamworking predicted 35% of the variance (P = 0.01), while CRM training and situation awareness predicted 20% of the variance (P = 0.04) in response time to chest compressions. Both experimental and control teams demonstrated significant improvement in team effectiveness measures. CRM team training and team practice in an environment of high-fidelity simulation and facilitated debriefing have significant effects on team process and team effectiveness. The conceptual framework is potentially adaptable to additional settings and populations for team-related research and education.",success
26205962,True,Journal Article;Randomized Controlled Trial,,,,,,,,True,"Effective team leadership in cardiopulmonary resuscitation (CPR) is well recognized as a crucial factor influencing performance. Generally, leadership training focuses on task requirements for leading as well as non-leading team members. We provided crisis resource management (CRM) training only for designated team leaders of advanced life support (ALS) trained teams. This study assessed the impact of the CRM team leader training on CPR performance and team leader verbalization. Forty-five teams of four members each were randomly assigned to one of two study groups: CRM team leader training (CRM-TL) and additional ALS-training (ALS add-on). After an initial lecture and three ALS skill training tutorials (basic life support, airway management and rhythm recognition/defibrillation) of 90-min each, one member of each team was randomly assigned to act as the team leader in the upcoming CPR simulation. Team leaders of the CRM-TL groups attended a 90-min CRM-TL training. All other participants received an additional 90-min ALS skill training. A simulated CPR scenario was videotaped and analyzed regarding no-flow time (NFT) percentage, adherence to the European Resuscitation Council 2010 ALS algorithm (ADH), and type and rate of team leader verbalizations (TLV). CRM-TL teams showed shorter, albeit statistically insignificant, NFT rates compared to ALS-Add teams (mean difference 1.34 (95% CI -2.5, 5.2), p = 0.48). ADH scores in the CRM-TL group were significantly higher (difference -6.4 (95% CI -10.3, -2.4), p = 0.002). Significantly higher TLV proportions were found for the CRM-TL group: direct orders (difference -1.82 (95% CI -2.4, -1.2), p < 0.001); undirected orders (difference -1.82 (95% CI -2.8, -0.9), p < 0.001); planning (difference -0.27 (95% CI -0.5, -0.05) p = 0.018) and task assignments (difference -0.09 (95% CI -0.2, -0.01), p = 0.023). Training only the designated team leaders in CRM improves performance of the entire team, in particular guideline adherence and team leader behavior. Emphasis on training of team leader behavior appears to be beneficial in resuscitation and emergency medical course performance.",success
11334689,False,Evaluation Study;Journal Article,,,,,,,,True,To evaluate the effectiveness of a leadership development seminar introduced into the Resuscitation Council (UK) Advanced Life Support (ALS) Provider course. Observational assessments of leadership performance during cardiac arrest scenarios before and after a leadership seminar. The leadership training programme significantly improved candidates leadership performance in the training situation. A formal leadership development programme should be introduced into advanced life support courses.,success
26472856,False,Consensus Development Conference;Journal Article;Practice Guideline;Review,,,,,,,,False,,success
