ref_pmid,ref_is_clinical_trial_pt_type,ref_publication_types,ref_primary_nct_number,ref_primary_nct_source,ref_all_registry_ids,ref_all_nct_numbers,ref_all_structured_nct_numbers,ref_all_nct_source_pairs,ref_all_structured_nct_source_pairs,ref_has_abstract,ref_abstract,ref_fetch_status
22516529,False,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",,,,,,,,True,"Atrial fibrillation (AF) is more common in those with obstructive sleep apnea (OSA) than in unaffected subjects and recurs more frequently in the presence of severe OSA after electrical cardioversion and AF ablation. However, it is unknown whether the severity of OSA influences the efficacy of antiarrhythmic drug (AAD) therapy in patients with OSA and AF. The aim of this study was to examine the impact of OSA severity on the treatment of patients with symptomatic AF using AADs. Sixty-one patients (mean age 62 ± 15 years, 21 women) treated with AADs for symptomatic AF who underwent overnight polysomnography were studied. Rhythm control was prospectively defined as successful if a patient remained on the same AAD therapy for ≥6 months with ≥75% reduction in symptomatic AF burden. Twenty-four patients (40%) had severe OSA. Thirty patients (49%) were rhythm controlled with AADs. Nonresponders to AADs were more likely to have severe OSA than milder disease (52% vs 23%, p <0.05); those with severe OSA were less likely to respond to AADs than participants with nonsevere OSA (39% vs 70%, p = 0.02). Nonresponders had higher apnea-hypopnea indexes than responders (34 ± 25 vs 22 ± 18 events/hour, p = 0.05), but there were no differences between these groups in minimum oxygen saturation or percentage of time spent in rapid eye movement sleep. In conclusion, patients with severe OSA are less likely to respond to AAD therapy for AF than those with milder forms of OSA.",success
25927872,False,"Journal Article;Research Support, Non-U.S. Gov't",,,,,,,,True,"OSA is a common condition that has been associated with atrial fibrillation (AF), but there is a paucity of data from large longitudinal cohorts to establish whether OSA is a risk factor for AF independent of obesity and other established risk factors. We studied patients attending a sleep clinic referred for in-laboratory polysomnography for possible OSA between 1989 and 2001. Whole-population hospital data in Western Australia for 1970 to 2009 were linked to sleep study cases to determine incident AF hospitalization to 2009. Cox regression analyses were used to assess the independent association of OSA with incident AF. Study case subjects (6,841) were predominantly middle aged (48.3 ± 12.5 years old) and men (77%), and 455 developed AF during a median 11.9 years of follow-up. Univariate predictors of AF included age, BMI, hypertension, diabetes, valvular heart disease, coronary or peripheral artery disease, heart failure, and COPD (all P < .001). After multivariable adjustment, independent predictors of incident AF were an apnea/hypopnea index (AHI) > 5/h (hazard ratio [HR], 1.55; 95% CI, 1.21-2.00), log (AHI + 1) (HR, 1.15; 95% CI, 1.06-1.26), and log (time with oxygen saturation < 90% + 1) (HR, 1.12; 95% CI, 1.06-1.19). There were no interactions between age, sex, or BMI and AHI for AF development. OSA diagnosis and severity are independently associated with incident AF. Clinical trials are required to determine if treatment of OSA will reduce the burden of AF.",success
31604670,False,Journal Article,,,,,,,,True,"Atrial fibrillation (AF) management guidelines recommend screening for symptoms of sleep-disordered breathing (SDB). We aimed to assess the role of self-reported daytime sleepiness in detection of patients with SDB and AF. A total of 442 consecutive ambulatory patients with AF who were considered candidates for rhythm control and underwent polysomnography comprised the study population. The utility of daytime sleepiness (quantified by the Epworth Sleepiness Scale [ESS]) to predict any (apnea-hypopnea index [AHI] ≥ 5), moderate-to-severe (AHI ≥ 15), and severe (AHI ≥ 30) SDB on polysomnography was tested. Mean age was 60 ± 11 years and 69% patients were men. SDB was present in two-thirds of the population with 33% having moderate-to-severe SDB. Daytime sleepiness was low (median ESS = 8/24) and the ESS poorly predicted SDB, regardless of the degree of SDB tested (area under the curve: 0.48-0.56). Excessive daytime sleepiness (ESS ≥ 11) was present in 11.9% of the SDB population and had a negative predictive value of 43.1% and a positive predictive value of 67.5% to detect moderate-to-severe SDB. Male gender (odds ratio [OR]: 2.3, 95% confidence interval [CI]: 1.4-3.8, P = 0.001), obesity (OR: 3.5, 95% CI: 2.3-5.5, P < 0.001), diabetes (OR: 2.3, 95% CI: 1.2-4.4, P = 0.08), and stroke (OR: 4.6, 95% CI: 1.7-12.3, P = 0.002) were independently associated with an increased likelihood of moderate-to-severe SDB. In an ambulatory AF population, SDB was common but most patients reported low daytime sleepiness levels. Clinical features, rather than daytime sleepiness, were predictive of patients with moderate-to-severe SDB. Lack of excessive daytime sleepiness should not preclude patients from being investigated for the potential presence of concomitant SDB.",success
26378880,False,Journal Article,,,,,,,,True,"There exists a high prevalence of OSA in the general population, a great proportion of which remains undiagnosed. The snoring, tiredness, observed apnea, high BP, BMI, age, neck circumference, and male gender (STOP-Bang) questionnaire was specifically developed to meet the need for a reliable, concise, and easy-to-use screening tool. It consists of eight dichotomous (yes/no) items related to the clinical features of sleep apnea. The total score ranges from 0 to 8. Patients can be classified for OSA risk based on their respective scores. The sensitivity of STOP-Bang score ≥ 3 to detect moderate to severe OSA (apnea-hypopnea index [AHI] > 15) and severe OSA (AHI > 30) is 93% and 100%, respectively. Corresponding negative predictive values are 90% and 100%. As the STOP-Bang score increases from 0 to 2 up to 7 to 8, the probability of moderate to severe OSA increases from 18% to 60%, and the probability of severe OSA rises from 4% to 38%. Patients with a STOP-Bang score of 0 to 2 can be classified as low risk for moderate to severe OSA whereas those with a score of 5 to 8 can be classified as high risk for moderate to severe OSA. In patients whose STOP-Bang scores are in the midrange (3 or 4), further criteria are required for classification. For example, a STOP-Bang score of ≥ 2 plus a BMI > 35 kg/m(2) would classify that patient as having a high risk for moderate to severe OSA. In this way, patients can be stratified for OSA risk according to their STOP-Bang scores.",success
28162150,False,Journal Article;Practice Guideline,,,,,,,,True,"This guideline establishes clinical practice recommendations for the diagnosis of obstructive sleep apnea (OSA) in adults and is intended for use in conjunction with other American Academy of Sleep Medicine (AASM) guidelines on the evaluation and treatment of sleep-disordered breathing in adults. The AASM commissioned a task force of experts in sleep medicine. A systematic review was conducted to identify studies, and the Grading of Recommendations Assessment, Development, and Evaluation (GRADE) process was used to assess the evidence. The task force developed recommendations and assigned strengths based on the quality of evidence, the balance of benefits and harms, patient values and preferences, and resource use. In addition, the task force adopted foundational recommendations from prior guidelines as ""good practice statements"", that establish the basis for appropriate and effective diagnosis of OSA. The AASM Board of Directors approved the final recommendations. The following recommendations are intended as a guide for clinicians diagnosing OSA in adults. Under GRADE, a STRONG recommendation is one that clinicians should follow under most circumstances. A WEAK recommendation reflects a lower degree of certainty regarding the outcome and appropriateness of the patient-care strategy for all patients. The ultimate judgment regarding propriety of any specific care must be made by the clinician in light of the individual circumstances presented by the patient, available diagnostic tools, accessible treatment options, and resources. Good Practice Statements: Diagnostic testing for OSA should be performed in conjunction with a comprehensive sleep evaluation and adequate follow-up. Polysomnography is the standard diagnostic test for the diagnosis of OSA in adult patients in whom there is a concern for OSA based on a comprehensive sleep evaluation.Recommendations: We recommend that clinical tools, questionnaires and prediction algorithms not be used to diagnose OSA in adults, in the absence of polysomnography or home sleep apnea testing. (STRONG). We recommend that polysomnography, or home sleep apnea testing with a technically adequate device, be used for the diagnosis of OSA in uncomplicated adult patients presenting with signs and symptoms that indicate an increased risk of moderate to severe OSA. (STRONG). We recommend that if a single home sleep apnea test is negative, inconclusive, or technically inadequate, polysomnography be performed for the diagnosis of OSA. (STRONG). We recommend that polysomnography, rather than home sleep apnea testing, be used for the diagnosis of OSA in patients with significant cardiorespiratory disease, potential respiratory muscle weakness due to neuromuscular condition, awake hypoventilation or suspicion of sleep related hypoventilation, chronic opioid medication use, history of stroke or severe insomnia. (STRONG). We suggest that, if clinically appropriate, a split-night diagnostic protocol, rather than a full-night diagnostic protocol for polysomnography be used for the diagnosis of OSA. (WEAK). We suggest that when the initial polysomnogram is negative and clinical suspicion for OSA remains, a second polysomnogram be considered for the diagnosis of OSA. (WEAK).",success
12743002,False,"Comparative Study;Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, P.H.S.",,,,,,,,True,"We tested the hypothesis that patients with untreated obstructive sleep apnea (OSA) would be at increased risk for recurrence of atrial fibrillation (AF) after cardioversion. We prospectively obtained data on history, echocardiogram, ECG, body mass index, hypertension, diabetes, NYHA functional class, ejection fraction, left atrial appendage velocity, and medications in patients with AF/atrial flutter referred for DC cardioversion. Forty-three individuals were identified as having OSA on the basis of a previous sleep study. Data regarding the use of continuous positive airway pressure (CPAP) and recurrence of AF were obtained for 39 of these patients. Follow-up data were also obtained in 79 randomly selected postcardioversion patients (controls) who did not have any previous sleep study. Twenty-seven of the 39 OSA patients either were not receiving any CPAP therapy (n=25) or were using CPAP inappropriately (n=2). Recurrence of AF at 12 months in these 27 patients was 82%, higher than the 42% recurrence in the treated OSA group (n=12, P=0.013) and the 53% recurrence (n=79, P=0.009) in the 79 control patients. Of the 25 OSA patients who had not been treated at all, the nocturnal fall in oxygen saturation was greater (P=0.034) in those who had recurrence of AF (n=20) than in those without recurrence (n=5). Patients with untreated OSA have a higher recurrence of AF after cardioversion than patients without a polysomnographic diagnosis of sleep apnea. Appropriate treatment with CPAP in OSA patients is associated with lower recurrence of AF.",success
25965712,True,"Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't",NCT01165710,databank,NCT01165710,NCT01165710,NCT01165710,NCT01165710|databank,NCT01165710|databank,True,"Obstructive sleep apnea (OSA) is common in patients with atrial fibrillation (AF). Little is known about the impact of OSA on AF treatment and long-term outcomes. We studied whether patients with OSA have a greater likelihood of progressing to more persistent forms of AF or require more hospitalizations and/or worse outcomes compared with patients without OSA. A total of 10,132 patients were enrolled between June 2010 and August 2011 in the Outcomes Registry for Better Informed Treatment of Atrial Fibrillation (ORBIT-AF) and followed for up to 2 years. The prevalence of OSA and continuous positive airway pressure (CPAP) treatment was captured at baseline. The association between OSA and major cardiovascular outcomes was analyzed using multivariable hierarchical logistic regression modeling and Cox frailty regression model. Of the 10,132 patients with AF, 1,841 had OSA. Patients with OSA were more symptomatic (22% vs 16% severe/disabling symptoms; P < .0001) and more often on rhythm control therapy (35% vs 31%; P = .0037). In adjusted analyses, patients with OSA had higher risk of hospitalization (hazard ratio [HR], 1.12; 95% CI, 1.03-1.22; P = .0078), but no difference in the risks of death (HR, 0.94; 95% CI, 0.77-1.15; P = .54); the composite of CV death, myocardial infarction, and stroke/transient ischemic attack (HR, 1.07; 95% CI, 0.85-1.34; P = .57); major bleeding (HR, 1.18; 95% CI, 0.96-1.46; P = .11); or AF progression (HR, 1.06; 95% CI, 0.89-1.28; P = .51). Patients with OSA on CPAP treatment were less likely to progress to more permanent forms of AF compared with patients without CPAP (HR, 0.66; 95% CI, 0.46-0.94; P = .021). Compared with those without, AF patients with OSA have worse symptoms and higher risks of hospitalization, but similar mortality, major adverse cardiovascular outcome, and AF progression rates. NCT01165710 (http://www.clinicaltrials.gov).",success
26482182,False,Journal Article;Meta-Analysis;Review,,,,,,,,True,"Atrial fibrillation (AF) is a significant health care problem for patients with obstructive sleep apnea (OSA). Continuous positive airway pressure (CPAP) as a therapy for OSA is underused, and it is unknown if CPAP might reduce rates of AF. We systematically reviewed the published reports on CPAP use and risk of AF. MEDLINE, EMBASE, CINAHL, Web of Science, meeting abstracts, and Cochrane databases were searched from inception to June 2015. Studies needed to report the rates of AF in participants who were and were not on CPAP. Data were extracted by 2 authors. A total of 8 studies on OSA were identified (1 randomized controlled trial) with 698 CPAP users and 549 non-CPAP users. In a random effects model, patients treated with CPAP had a 42% decreased risk of AF (pooled risk ratio, 0.58; 95% confidence interval, 0.47 to 0.70; p <0.001). There was low heterogeneity in the results (I(2) = 30%). In metaregression analysis, benefits of CPAP were stronger for younger, obese, and male patients (p <0.05). An inverse relationship between CPAP therapy and AF recurrence was observed. Results suggest that more patients with AF also should be tested for OSA.",success
30091301,False,Journal Article;Meta-Analysis,,,,,,,,True,"Patients with obstructive sleep apnea (OSA) have an increased the risk of developing atrial fibrillation (AF). However, it remains unclear if patients with OSA carry a higher risk of recurrent AF after successful catheter ablation. This meta-analysis was conducted (1) to evaluate the association between OSA and recurrent AF after catheter ablation, and (2) to assess the effect of continuous positive airway pressure (CPAP) on the risk of recurrent AF in patients with OSA. A comprehensive literature review was conducted using MEDLINE, EMBASE, Cochrane databases from inception through July 2017 to identify studies that evaluated the risk of recurrent AF after successful catheter ablation in patients with OSA were included. Effect estimates from the individual study were extracted and combined using random-effect, generic inverse variance method of DerSimonian and Laird. Seven observational studies with a total of 4572 patients AF after successful catheter ablation were enrolled. Compared to patients without OSA, the pooled OR of recurrent AF in patients with OSA was 1.70 (95% CI, 1.40-2.06, I<sup>2</sup>  = 0). Among OSA patients with AF after successful catheter ablation, the use of CPAP was significantly associated with decreased risk of recurrent AF with pooled OR of 0.28 (0.19-0.40, I<sup>2 </sup> = 0). Egger's regression asymmetry test was performed and showed no publication bias for the associations of OSA and CPAP with recurrent AF. Our meta-analysis suggested a significant association between OSA and recurrent AF after catheter ablation. The use of CPAP in patients with OSA is associated with reduced risk of recurrent AF after catheter ablation.",success
24696222,False,Journal Article;Meta-Analysis,,,,,,,,True,"An association between obstructive sleep apnoea (OSA) and atrial fibrillation (AF) has been established. However, studies on the role of OSA in AF recurrence after catheter ablation have yielded conflicting results, and the effect of OSA treatment by continuous positive airway pressure (CPAP) on the success rate of AF catheter ablation is indeterminate. The aim of this meta-analysis was to investigate the rate of AF recurrence after catheter ablation in patients with AF with or without OSA and to evaluate the relationship between CPAP therapy and AF recurrence. We performed an online search and identified five studies involving 3743 patients with AF. Patients with OSA had a 31% greater risk of AF recurrence after catheter ablation than did patients without OSA [relative ratio (RR) = 1.31, P = 0.00], and this risk increased by 57% in patients with OSA not undergoing CPAP therapy (RR = 1.57, P = 0.00). However, CPAP users had a risk of AF recurrence similar to that of patients without OSA (RR = 1.25, P = 0.37), and this similarity was maintained even after the removal of study heterogeneity (RR = 0.99, P = 0.39). Obstructive sleep apnoea was associated with AF recurrence after catheter ablation. The efficacy of catheter ablation for AF was similar between patients without OSA and patients with OSA undergoing CPAP treatment.",success
27571048,True,Journal Article;Multicenter Study;Randomized Controlled Trial,NCT00738179,databank,ACTRN12608000409370;NCT00738179,NCT00738179,NCT00738179,NCT00738179|databank,NCT00738179|databank,True,"Obstructive sleep apnea is associated with an increased risk of cardiovascular events; whether treatment with continuous positive airway pressure (CPAP) prevents major cardiovascular events is uncertain. After a 1-week run-in period during which the participants used sham CPAP, we randomly assigned 2717 eligible adults between 45 and 75 years of age who had moderate-to-severe obstructive sleep apnea and coronary or cerebrovascular disease to receive CPAP treatment plus usual care (CPAP group) or usual care alone (usual-care group). The primary composite end point was death from cardiovascular causes, myocardial infarction, stroke, or hospitalization for unstable angina, heart failure, or transient ischemic attack. Secondary end points included other cardiovascular outcomes, health-related quality of life, snoring symptoms, daytime sleepiness, and mood. Most of the participants were men who had moderate-to-severe obstructive sleep apnea and minimal sleepiness. In the CPAP group, the mean duration of adherence to CPAP therapy was 3.3 hours per night, and the mean apnea-hypopnea index (the number of apnea or hypopnea events per hour of recording) decreased from 29.0 events per hour at baseline to 3.7 events per hour during follow-up. After a mean follow-up of 3.7 years, a primary end-point event had occurred in 229 participants in the CPAP group (17.0%) and in 207 participants in the usual-care group (15.4%) (hazard ratio with CPAP, 1.10; 95% confidence interval, 0.91 to 1.32; P=0.34). No significant effect on any individual or other composite cardiovascular end point was observed. CPAP significantly reduced snoring and daytime sleepiness and improved health-related quality of life and mood. Therapy with CPAP plus usual care, as compared with usual care alone, did not prevent cardiovascular events in patients with moderate-to-severe obstructive sleep apnea and established cardiovascular disease. (Funded by the National Health and Medical Research Council of Australia and others; SAVE ClinicalTrials.gov number, NCT00738179 ; Australian New Zealand Clinical Trials Registry number, ACTRN12608000409370 .).",success
24082315,False,"Journal Article;Meta-Analysis;Research Support, Non-U.S. Gov't;Systematic Review",,,,,,,,True,"Obstructive sleep apnea (OSA) is a common sleep disorder associated with several adverse health outcomes. Given the close association between OSA and obesity, lifestyle and dietary interventions are commonly recommended to patients, but the evidence for their impact on OSA has not been systematically examined. To conduct a systematic review and meta-analysis to assess the impact of weight loss through diet and physical activity on measures of OSA: apnea-hypopnea index (AHI) and oxygen desaturation index of 4% (ODI4). A systematic search was performed to identify publications using Medline (1948-2011 week 40), EMBASE (from 1988-2011 week 40), and CINAHL (from 1982-2011 week 40). The inverse variance method was used to weight studies and the random effects model was used to analyze data. Seven randomized controlled trials (519 participants) showed that weight reduction programs were associated with a decrease in AHI (-6.04 events/h [95% confidence interval -11.18, -0.90]) with substantial heterogeneity between studies (I(2) = 86%). Nine uncontrolled before-after studies (250 participants) showed a significant decrease in AHI (-12.26 events/h [95% confidence interval -18.51, -6.02]). Four uncontrolled before-after studies (97 participants) with ODI4 as outcome also showed a significant decrease in ODI4 (-18.91 episodes/h [95% confidence interval -23.40, -14.43]). Published evidence suggests that weight loss through lifestyle and dietary interventions results in improvements in obstructive sleep apnea parameters, but is insufficient to normalize them. The changes in obstructive sleep apnea parameters could, however, be clinically relevant in some patients by reducing obstructive sleep apnea severity. These promising preliminary results need confirmation through larger randomized studies including more intensive weight loss approaches.",success
