ref_pmid,ref_is_clinical_trial_pt_type,ref_publication_types,ref_primary_nct_number,ref_primary_nct_source,ref_all_registry_ids,ref_all_nct_numbers,ref_all_structured_nct_numbers,ref_all_nct_source_pairs,ref_all_structured_nct_source_pairs,ref_has_abstract,ref_abstract,ref_fetch_status
37043197,True,"Randomized Controlled Trial;Multicenter Study;Journal Article;Research Support, Non-U.S. Gov't",NCT04880668,databank,NCT04880668,NCT04880668,NCT04880668,NCT04880668|databank,NCT04880668|databank,True,"The aerosol box has been used during the management of patients with COVID-19 to reduce health care practitioner (HCP) exposure during aerosol-generating medical procedures (AGMPs). Little is known about the effect of aerosol box use on HCP contamination and AGMP procedure time. To investigate whether use of an aerosol box during AGMPs reduces HCP contamination or influences the time to successful completion and first-pass success rate for endotracheal intubation (ETI) and laryngeal mask airway (LMA) insertion. This multicenter, simulation-based, randomized clinical trial was conducted from May to December 2021 at tertiary care pediatric hospitals. Participant teams performed 3 simulated patient scenarios: bag-valve-mask ventilation, ETI, and LMA insertion. During the scenarios, aerosols were generated using Glo Germ. Teams of 2 HCPs were randomly assigned to control (no aerosol box) or intervention groups (aerosol box). Statistical analysis was performed from July 2022 to February 2023. The aerosol box (or SplashGuard CG) is a transparent, plastic barrier covering the patient's head and shoulders with access ports allowing HCPs to manage the airway. The primary outcome was surface area of contamination (AOC) on participants. Secondary outcomes were time to successful completion and first-pass success rates for ETI and LMA insertion. A total of 64 teams (128 participants) were enrolled, with data from 61 teams (122 participants) analyzed. Among the 122 participants analyzed, 79 (64.8%) were female and 85 (69.7%) were physicians. Use of an aerosol box was associated with a 77.5% overall decreased AOC to the torso (95% CI, -86.3% to -62.9%; P < .001) and a 60.7% overall decreased AOC to the facial area (95% CI, -75.2% to -37.8%; P < .001) in airway HCPs. There was no statistically significant difference in surface contamination after doffing personal protective equipment between groups. Time to completing ETI was longer in the aerosol box group compared with the control group (mean difference: 10.2 seconds; 95% CI, 0.2 to 20.2 seconds; P = .04), but there was no difference between groups for LMA insertion (mean difference: 2.4 seconds; 95% CI, -8.7 to 13.5 seconds; P = .67). In this randomized clinical trial of aerosol box use in AGMPs, use of an aerosol box reduced contamination deposition on HCPs' torso and face predoffing; the use of an aerosol box delayed time to successful intubation. These results suggest that the incremental benefits of reduced surface contamination from aerosol box use should be weighed against delayed time to complete intubation, which may negatively affect patient outcome. ClinicalTrials.gov Identifier: NCT04880668.",success
39475262,False,Journal Article,,,,,,,,True,"The use of personal protective equipment (PPE) in prehospital emergency care has significantly increased since the onset of the coronavirus disease 2019 (COVID-19) pandemic. Several studies investigating the potential effects of PPE use by Emergency Medical Service providers on the quality of chest compressions during resuscitation have been inconclusive. This study aimed to determine whether the use of PPE affects the quality of chest compressions or influences select physiological biomarkers that are associated with stress. This was a prospective randomized, quasi-experimental crossover study with 35 Emergency Medical Service providers who performed 20 minutes of chest compressions on a manikin. Two iterations were completed in a randomized order: (1) without PPE and (2) with PPE consisting of Tyvek, goggles, KN95 mask, and nitrile gloves. The rate and depth of chest compressions were measured. Salivary cortisol, lactate, end-tidal carbon dioxide (EtCO<sub>2</sub>), and body temperature were measured before and after each set of chest compressions. There were no differences in the quality of chest compressions (rate and depth) between the two groups (P >.05). After performing chest compressions, the group with PPE did not have elevated levels of cortisol, lactate, or EtCO<sub>2</sub> when compared to the group without PPE, but did have a higher body temperature (P <.001). The use of PPE during resuscitation did not lower the quality of chest compressions, nor did it lead to higher stress-associated biomarker levels, with the exception of body temperature.",success
34901055,False,Systematic Review;Journal Article,,,,,,,,True,"<b>Background:</b> Randomized controlled trials (RCTs) evaluating the influence of personal protective equipment (PPE) on quality of chest compressions during cardiopulmonary resuscitation (CPR) showed inconsistent results. Accordingly, a meta-analysis was performed to provide an overview. <b>Methods:</b> Relevant studies were obtained by search of Medline, Embase, and Cochrane's Library databases. A random-effect model incorporating the potential heterogeneity was used to pool the results. <b>Results:</b> Six simulation-based RCTs were included. Overall, pooled results showed that there was no statistically significant difference between the rate [mean difference (MD): -1.70 time/min, 95% confidence interval (CI): -5.77 to 2.36, <i>P</i> = 0.41, <i>I</i> <sup>2</sup> = 80%] or the depth [MD: -1.84 mm, 95% CI: -3.93 to 0.24, <i>P</i> = 0.11, <i>I</i> <sup>2</sup> = 73%] of chest compressions performed by medical personnel with and without PPE. Subgroup analyses showed that use of PPE was associated with reduced rate of chest compressions in studies before COVID-19 (MD: -7.02 time/min, 95% CI: -10.46 to -3.57, <i>P</i> < 0.001), but not in studies after COVID-19 (MD: 0.14 time/min, 95% CI: -5.77 to 2.36, <i>P</i> = 0.95). In addition, PPE was not associated with significantly reduced depth of chest compressions in studies before (MD: -3.34 mm, 95% CI: -10.29 to -3.62, <i>P</i> = 0.35) or after (MD: -0.97 mm, 95% CI: -2.62 to 0.68, <i>P</i> = 0.25) COVID-19. No significant difference was found between parallel-group and crossover RCTs (<i>P</i> for subgroup difference both > 0.05). <b>Conclusions:</b> Evidence from simulation-based RCTs showed that use of PPE was not associated with reduced rate or depth of chest compressions in CPR.",success
32483079,True,Controlled Clinical Trial;Journal Article;Multicenter Study,,,,,,,,True,"This study aimed to determine whether personal protective equipment (PPE) results in deterioration in chest compression (CC) quality and greater fatigue for administering health care providers (HCPs). In this multicenter study, HCPs completed 2 sessions. In session 1 (baseline), HCPs wore normal attire; in session 2, HCPs donned full PPE. During each session, they performed 5 minutes of uninterrupted CCs on a child manikin. Chest compression rate, depth, and release velocity were reported in ten 30-second epochs. Change in CC parameters and self-reported fatigue were measured between the start and 2- and 5-minute epochs. We enrolled 108 HCPs (prehospital and in-hospital providers). The median CC rate did not change significantly between epochs 1 and 10 during baseline sessions. Median CC depth and release velocity decreased for 5 minutes with PPE. There were no significant differences in CC parameters between baseline and PPE sessions in any provider group. Median fatigue scores during baseline sessions were 2 (at start), 4 (at 2 minutes), and 6 (at 5 minutes). There was a significantly higher median fatigue score between 0 and 5 minutes in both study sessions and in all groups. Fatigue scores were significantly higher for providers wearing PPE compared with baseline specifically among prehospital providers. During a clinically appropriate 2-minute period, neither CC quality nor self-reported fatigue worsened to a significant degree in providers wearing PPE. Our data suggest that Pediatric Basic Life Support recommendations for CC providers to switch every 2 minutes need not be altered with PPE use.",success
34281042,True,Journal Article;Randomized Controlled Trial,,,,,,,,True,"The use of personal protective equipment (PPE) is required for the self-protection of healthcare workers during cardiopulmonary resuscitation (CPR) in patients at risk of aerosol transmission of infectious agents. The aim of this study was to analyze the impact of personal protective equipment on physiological parameters during CPR. A randomized, quasi-experimental, crossover design was used. The study was carried out in a training and simulation emergency box and the total sample consisted of 20 healthcare professionals. Two CPR tests were compared with the recommended sequence of 30 chest compressions and 2 ventilations. The duration of each test was 20 min. One of the CPR tests was carried out without using any PPE (CPR_control), i.e., performed with the usual clothing of each rescuer. The other test was carried out using a CPR test with PPE (i.e., CPR_PPE). The main variables of interest were: CPR quality, compressions, ventilations, maximum heart rate, body fluid loss, body temperature, perceived exertion index, comfort, thermal sensation and sweating. The quality of the CPR was similar in both tests. The maximum heart rate was higher in the active intervals (compressions + bag-valve-mask) of the test with PPE. CPR_PPE meant an increase in the perceived effort, temperature at the start of the thermal sensation test, thermal comfort and sweating, as opposed to CPR performed with usual clothing. Performing prolonged resuscitation with PPE did not influence CPR quality, but caused significant physiological demands. Rescuers were more fatigued, sweated more and their thermal comfort was worse. These results suggest that physical preparation should be taken into account when using PPE and protocols for physiological recovery after use should also be established.",success
34703728,False,Journal Article,,,,,,,,True,"Cardiac compression is a cumbersome procedure. The American Heart Association suggests switching of cardiopulmonary resuscitation (CPR) provider every 2 min to prevent any decrease in resuscitation quality. High quality CPR is associated with improved outcomes. Previous studies have highlighted the difficulties in providing high quality CPR particularly while wearing personal protective equipment (PPE). This study aimed to evaluate the impact of personal protective equipment (PPE) use on CPR quality in prehospital cardiac arrest situations. In this prospective simulation study, we compared the cardiac compression qualities and fatigue rates among prehospital health care professionals (HCPs) who were or were not using PPE. A total of 76 prehospital HCPs comprising 38 compression teams participated in this study. The mean compression rate was 117.71 ± 8.27/min without PPE and 115.58 ± 9.02/min with PPE (p = 0.191). Overall compression score was 86.95 ± 4.39 without PPE and 61.89 ± 14.43 with PPE (p < 0.001). Post-cardiac compression fatigue score was 4.42 ± 0.5 among HCPs who used their standard uniform and 7.74 ± 0.92 among those who used PPE (p < 0.001). The overall compression score difference between the two conditions was 25.05 ± 11.74 and the fatigue score difference was 3.31 ± 0.98. PPE use is associated with decreased cardiac compression quality and significantly higher fatigue rates than those associated with the use of standard uniforms. Routine use of mechanical compression devices should be considered when PPE is required for out-of-cardiac arrests.",success
33428358,True,Journal Article;Randomized Controlled Trial,NCT04367454,databank,NCT04367454,NCT04367454,NCT04367454,NCT04367454|databank,NCT04367454|databank,True,"Chemical-biological-radiological-nuclear-explosive (CBRNe) are complex events. Decontamination is mandatory to avoid harm and contain hazardous materials, but can delay care. Therefore, the stabilization of patients in the warm zone seems reasonable, but research is limited. Moreover, subjects involved in biological events are considered infectious even after decontamination and need to be managed while wearing personal protective equipment (PPE), as seen with Ebola and COVID-19 pandemic. With this simulation mannequin trial, we assessed the impact of CBRNe PPE on cardiopulmonary resuscitation and combat casualty care procedures. We compared procedures performed by emergency medicine and anesthesiology senior residents, randomized in 2 groups (CBRNe PPE vs. no PPE). Chest compression (CC) depth was defined as the primary outcome. Time to completion was calculated for the following: tourniquet application; tension pneumothorax needle decompression; peripheral venous access (PVA) and intraosseous access positioning; and drug preparation and administration. A questionnaire was delivered to evaluate participants' perception. Thirty-six residents participated. No significant difference between the groups in CC depth (mean difference = 0.26 cm [95% confidence interval = -0.26 to 0.77 cm, P = 0.318]), as well as for CC rate, CC complete release, and time for drugs preparation and administration was detected. The PPE contributed to significantly higher times for tourniquet application, tension pneumothorax decompression, peripheral venous access, and intraosseous access positioning. The residents found simulation relevant to the residencies' core curriculum. This study suggests that cardiopulmonary resuscitation can be performed while wearing PPE without impacting quality, whereas other tasks requiring higher dexterity can be significantly impaired by PPE.Trial Registration Number: NCT04367454, April 29, 2020 (retrospectively registered).",success
32307296,False,Journal Article,,,,,,,,True,"The application of appropriate personal protective equipment for respiratory protection to health care workers is a cornerstone for providing safe healthcare in emergency departments. We investigated the protective effect and usefulness of loose-fitting powered air-purifying respirators (PAPRs) during chest compression. This was a single-center simulation study performed from May 2019 to July 2019 in a tertiary hospital. We measured the concentrations of ambient aerosol and particles inside the loose-fitting PAPR during chest compression, and this ratio was set as the simulated workplace protecting factor (SWPF). According to the National Institute for Occupational Safety and Health regulations, the assigned protection factor (APF) of loose-fitting PAPRs is 25. Thus, the loose-fitting PAPRs were assumed to have a protective effect when the SWPF were ≥ 250 (APF × 10). We measured the SWPF of PAPR in real time during chest compression and also investigated the problems encountered during its use. Ninety-one participants (median age 29 [interquartile range (IQR): 26-32] years; 74% female) completed the simulation. None of the participants failed with SWPF below 250 during three sessions of chest compression. The median (IQR) values of SWPF at three cycles were 17,063 (10,145-26,373), 15,683 (9477-32,394), and 16,960 (7695-27,279). There was no disconnection of equipment or mechanical failures during chest compression. In addition, most participants (83%) replied that they rarely or never experienced difficulty in verbal communication and felt that the loose-fitting PAPR was comfortable. The loose-fitting PAPRs provided sufficient respiratory protection without disturbances during chest compression.",success
35418727,False,Journal Article,,,,,,,,True,"Coronavirus disease 2019 (COVID-19) is a highly contagious disease transmitted by contact, droplets, and aerosols. Front line health-care workers (HCWs), particularly emergency physicians and acute care providers, are vulnerable to being exposed while treating their sick patients. Despite appropriate personal protective equipment use, HCW gets infected, suggesting the need for multiple layers of protection such as barrier devices. We aimed to determine the effectiveness of our novel ""Resuscitation Cover All""(RCA) in reducing the exposure of HCW to simulated respiratory particles and its feasibility during cardio pulmonary resuscitation (CPR). This was a pilot simulation-based study. Five CPR simulation sessions were performed in Standard and RCA protocols, individually. Exposures through contact, droplets, and aerosols were simulated using a standardized volume of liquid detergent. Under Wood's lamp illumination, exposures of participants were compared between the protocols. Rate and depth of chest compressions, time taken to intubate, interruptions in CPR, and first-pass success were analyzed. Overall mean exposure in standard protocol was 4950.4 ± 1461.6 (95%confidence interval [CI]:3135.7-6765.2) sq.pixels and RCA protocol was 2203.6 ± 1499.0 (95%CI: 342.4-4064.9) sq.pixels (<i>P</i> = 0.019). In standard, chest compressor had the highest exposure of 3066.6 ± 1419.2 (95%CI: 2051.3-4081.9) sq.pixels followed by defibrillator assistant 1166.4 ± 767.4 (95%CI: 617.4-1715.4) sq.pixels. Chest compressor of RCA had reduced exposure compared to that of standard (<i>P</i> < 0.001). Hands were the most frequently exposed body part. Airway manager of RCA had no exposure over head and neck in any session. No significant difference in CPR performance metrics was observed. This pilot simulation-based study shows that the novel RCA device could minimize the exposure of HCW to simulated respiratory particles during CPR. Also, it might not alter the high-quality CPR performance metrics. We need more real-life evidence.",success
33923620,False,Journal Article,,,,,,,,True,"Cardiopulmonary resuscitation (CPR) is considered an aerosol-generating procedure. Consequently, COVID-19 resuscitation guidelines recommend the use of personal protective equipment (PPE) during resuscitation. In this simulation of randomised crossover trials, we investigated the influence of PPE on the quality of chest compressions (CCs). Thirty-four emergency medical service BLS-providers performed two 20 min CPR sequences (five 2 min cycles alternated by 2 min of rest) on manikins, once with and once without PPE, in a randomised order. The PPE was composed of a filtering facepiece 3 FFP3 mask, safety glasses, gloves and a long-sleeved gown. The primary outcome was defined as the difference between compression depth with and without PPE; secondary outcomes were defined as differences in CC rate, release and the number of effective CCs. The participants graded fatigue and performance, while generalised estimating equations (GEE) were used to analyse data. There was no significant difference in CC quality between sequences without and with PPE regarding depth (mean depth 54 ± 5 vs. 54 ± 6 mm respectively), rate (mean rate 119 ± 9 and 118 ± 6 compressions per minute), release (mean release 2 ± 2 vs. 2 ± 2 mm) and the number of effective CCs (43 ± 18 vs. 45 ± 17). The participants appraised higher fatigue when equipped with PPE in comparison to when equipped without PPE (<i>p</i> < 0.001), and lower performance was appraised when equipped with PPE in comparison to when equipped without PPE (<i>p</i> = 0.031). There is no negative effect of wearing PPE on the quality of CCs during CPR in comparison to not wearing PPE.",success
