ref_pmid,ref_is_clinical_trial_pt_type,ref_publication_types,ref_primary_nct_number,ref_primary_nct_source,ref_all_registry_ids,ref_all_nct_numbers,ref_all_structured_nct_numbers,ref_all_nct_source_pairs,ref_all_structured_nct_source_pairs,ref_has_abstract,ref_abstract,ref_fetch_status
21952254,False,Journal Article,,,,,,,,True,"Noninvasive (NIBP) and intraarterial (ABP) blood pressure monitoring are used under different circumstances and may yield different values. The authors endeavored to characterize these differences and hypothesized that there could be differences in interventions associated with the use of ABP alone ([ABP]) versus ABP in combination with NIBP ([ABP+NIBP]). Simultaneous measurements of ABP and NIBP made during noncardiac cases were extracted from electronic anesthesia records; the differences were subjected to regression analysis. Records of blood products, vasopressors, and antihypertensives administered were also extracted, and associations between the use of these therapies and monitoring strategy ([ABP] vs. [ABP+NIBP]) were tested using univariate, multivariate, and propensity score matched analyses. Among 24,225 cases, 63% and 37% used [ABP+NIBP] and [ABP], respectively. Systolic NIBP was likely to be higher than ABP when ABP was less than 111 mmHg and lower than ABP otherwise. Among patients with hypotension, transfusion occurred in 27% versus 43% of patients in the [ABP+NIBP] versus [ABP] group, respectively (odds ratio = 0.4; 95% CI 0.35-0.46), and 7% versus 18% of patients in the [ABP+NIBP] versus [ABP] group received vasopressor infusions, respectively (P < 0.01). Among hypertensive patients, 12% versus 44% of those in the [ABP+NIBP] versus [ABP] group received antihypertensive agents, respectively (P < 0.01). NIBP was generally higher than ABP during periods of hypotension and lower than ABP during periods of hypertension. The use of NIBP measurements to supplement ABP measurements was associated with decreased use of blood transfusions, vasopressor infusions, and antihypertensive medications compared with the use of ABP alone.",success
27977471,False,Journal Article;Systematic Review,,,,,,,,True,"To interpret blood pressure (BP) data appropriately, healthcare providers need to be knowledgeable of the factors that can potentially impact the accuracy of BP measurement and contribute to variability between measurements. A systematic review of studies quantifying BP measurement inaccuracy. Medline and CINAHL databases were searched for empirical articles and systematic reviews published up to June 2015. Empirical articles were included if they reported a study that was relevant to the measurement of adult patients' resting BP at the upper arm in a clinical setting (e.g. ward or office); identified a specific source of inaccuracy; and quantified its effect. Reference lists and reviews were searched for additional articles. A total of 328 empirical studies were included. They investigated 29 potential sources of inaccuracy, categorized as relating to the patient, device, procedure or observer. Significant directional effects were found for 27; however, for some, the effects were inconsistent in direction. Compared with true resting BP, significant effects of individual sources ranged from -23.6 to +33 mmHg SBP and -14 to +23 mmHg DBP. A single BP value outside the expected range should be interpreted with caution and not taken as a definitive indicator of clinical deterioration. Where a measurement is abnormally high or low, further measurements should be taken and averaged. Wherever possible, BP values should be recorded graphically within ranges. This may reduce the impact of sources of inaccuracy and reduce the scope for misinterpretations based on small, likely erroneous or misleading, changes.",success
23269127,True,"Comparative Study;Journal Article;Multicenter Study;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",,,,,,,,True,"Minimal clinical research has investigated the significance of different blood pressure monitoring techniques in the ICU and whether systolic vs. mean blood pressures should be targeted in therapeutic protocols and in defining clinical study cohorts. The objectives of this study are to compare real-world invasive arterial blood pressure with noninvasive blood pressure, and to determine if differences between the two techniques have clinical implications. We conducted a retrospective study comparing invasive arterial blood pressure and noninvasive blood pressure measurements using a large ICU database. We performed pairwise comparison between concurrent measures of invasive arterial blood pressure and noninvasive blood pressure. We studied the association of systolic and mean invasive arterial blood pressure and noninvasive blood pressure with acute kidney injury, and with ICU mortality. Adult intensive care units at a tertiary care hospital. Adult patients admitted to intensive care units between 2001 and 2007. None. Pairwise analysis of 27,022 simultaneously measured invasive arterial blood pressure/noninvasive blood pressure pairs indicated that noninvasive blood pressure overestimated systolic invasive arterial blood pressure during hypotension. Analysis of acute kidney injury and ICU mortality involved 1,633 and 4,957 patients, respectively. Our results indicated that hypotensive systolic noninvasive blood pressure readings were associated with a higher acute kidney injury prevalence (p = 0.008) and ICU mortality (p < 0.001) than systolic invasive arterial blood pressure in the same range (≤70 mm Hg). Noninvasive blood pressure and invasive arterial blood pressure mean arterial pressures showed better agreement; acute kidney injury prevalence (p = 0.28) and ICU mortality (p = 0.76) associated with hypotensive mean arterial pressure readings (≤60 mm Hg) were independent of measurement technique. Clinically significant discrepancies exist between invasive and noninvasive systolic blood pressure measurements during hypotension. Mean blood pressure from both techniques may be interpreted in a consistent manner in assessing patients' prognosis. Our results suggest that mean rather than systolic blood pressure is the preferred metric in the ICU to guide therapy.",success
33966560,True,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",,,,,,,,True,"<b>Background:</b> Acute increases of high blood pressure values, usually described as 'hypertensive crises', 'hypertensive urgencies' or 'hypertensive emergencies', are common causes of patients' presentation to emergency departments. Owing to the lack of ad hoc randomized clinical trials, current recommendations/suggestions for treatment of these patients are not evidenced-based and, therefore, the management of acute increases of blood pressure values represent a clinical challenge. However, an improved understanding of the underlying pathophysiology has changed radically the approach to management of the patients presenting with these conditions in recent years. Accordingly, it has been proposed to abandon the terms 'hypertensive crises' and 'hypertensive urgencies', and restrict the focus to 'hypertensive emergencies'. <b>Aims and Methods:</b> Starting from these premises, we aimed at systematically review all available studies (years 2010-2020) to garner information on the current management of hypertensive emergencies, in order to develop a novel symptoms- and evidence-based streamlined algorithm for the assessment and treatment of these patients.<b>Results and Conclusions:</b> In this educational review we proposed the BARKH-based algorithm for a quick identification of hypertensive emergencies and associated acute organ damage, to allow the patients with hypertensive emergencies to receive immediate treatment in a proper setting.",success
29265003,False,Journal Article,,,,,,,,True,"The aim of this study was to evaluate the use of as-needed (PRN) labetalol and hydralazine [intravenous (IV) or oral] in hospitalized medicine patients for the treatment of severe asymptomatic hypertension and to examine the potential negative outcomes associated with their use. The electronic health record of 250 medicine patients hospitalized at the University of Colorado Hospital between November 2014 and April 2016 who received at least one dose of PRN IV or oral hydralazine or labetalol were retrospectively reviewed. The primary outcome was to describe the use of PRN antihypertensive medications in this population. A total of 573 PRN doses of antihypertensive medication were administered. Oral hydralazine was the most common (521 doses, 90.9%). A total of 36% of PRN administrations were given for a systolic blood pressure (SBP) <180 mmHg and diastolic blood pressure (DBP) <110 mmHg (cut-point for acute severe hypertension). No serious adverse events were related to PRN antihypertensive administration. Despite receiving at least one PRN antihypertensive medication during hospitalization, 40.8% of patients were not continued on their home antihypertensive medication(s) while hospitalized, and 62.4% of patients did not have their home regimens intensified at discharge. As-needed oral hydralazine is frequently prescribed for acute blood pressure lowering with administration thresholds often less than what are used to define acute severe hypertension. Many patients are prescribed PRN antihypertensive medication instead of being continued on their home regimens, and most patients do not have the intensity of their home regimens increased. Providers need to be educated about the use of PRN antihypertensive medication for the management of severe asymptomatic hypertension in the hospital setting.",success
37252732,False,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",,,,,,,,True,"Asymptomatic blood pressure (BP) elevations are common in hospitalized older adults, and widespread heterogeneity in the clinical management of elevated inpatient BPs exists. To examine the association of intensive treatment of elevated inpatient BPs with in-hospital clinical outcomes of older adults hospitalized for noncardiac conditions. This retrospective cohort study examined Veterans Health Administration data between October 1, 2015, and December 31, 2017, for patients aged 65 years or older hospitalized for noncardiovascular diagnoses and who experienced elevated BPs in the first 48 hours of hospitalization. Intensive BP treatment following the first 48 hours of hospitalization, defined as receipt of intravenous antihypertensives or oral classes not used prior to admission. The primary outcome was a composite of inpatient mortality, intensive care unit transfer, stroke, acute kidney injury, B-type natriuretic peptide elevation, and troponin elevation. Data were analyzed between October 1, 2021, and January 10, 2023, with propensity score overlap weighting used to adjust for confounding between those who did and did not receive early intensive treatment. Among 66 140 included patients (mean [SD] age, 74.4 [8.1] years; 97.5% male and 2.6% female; 17.4% Black, 1.7% Hispanic, and 75.9% White), 14 084 (21.3%) received intensive BP treatment in the first 48 hours of hospitalization. Patients who received early intensive treatment vs those who did not continued to receive a greater number of additional antihypertensives during the remainder of their hospitalization (mean additional doses, 6.1 [95% CI, 5.8-6.4] vs 1.6 [95% CI, 1.5-1.8], respectively). Intensive treatment was associated with a greater risk of the primary composite outcome (1220 [8.7%] vs 3570 [6.9%]; weighted odds ratio [OR], 1.28; 95% CI, 1.18-1.39), with the highest risk among patients receiving intravenous antihypertensives (weighted OR, 1.90; 95% CI, 1.65-2.19). Intensively treated patients were more likely to experience each component of the composite outcome except for stroke and mortality. Findings were consistent across subgroups stratified by age, frailty, preadmission BP, early hospitalization BP, and cardiovascular disease history. The study's findings indicate that among hospitalized older adults with elevated BPs, intensive pharmacologic antihypertensive treatment was associated with a greater risk of adverse events. These findings do not support the treatment of elevated inpatient BPs without evidence of end organ damage, and they highlight the need for randomized clinical trials of inpatient BP treatment targets.",success
34148363,False,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",,,,,,,,True,[Figure: see text].,success
26560085,False,Journal Article,,,,,,,,True,"Hospitalized patients with elevated blood pressure (BP) in most cases should be treated with intensification of oral regimens, but are often given intravenous (IV) antihypertensives. To determine frequency of prescribing and administering episodic IV antihypertensives and outcomes. Retrospective review. Urban academic hospital. Non-critically ill, hospitalized patients with an IV antihypertensive order for enalaprilat, labetalol, hydralazine, or metoprolol. We analyzed BP thresholds for ordering and administering IV antihypertensives, the types and frequencies of IV antihypertensives administered, and the effect of IV antihypertensive use on short-term BP and adverse outcomes. The BP change during hospitalization was contrasted in those receiving IV antihypertensives between those who did and did not receive subsequent intensification of chronic oral antihypertensive regimens. Two hundred forty-six patients had an episodic IV antihypertensive order. One hundred seventy-two patients received 458 doses, with 48% receiving a single dose. Over 98% of episodic IV antihypertensive doses were administered for systolic blood pressure (SBP) <200 mm Hg and 84.5% for SBP <180 mm Hg. Within 6 hours of administration, there was a statistically significant decline in average SBP and diastolic BP in patients receiving IV hydralazine and labetolol. After administration of IV antihypertensives, the oral inpatient medication regimen was adjusted in 52% of patients; these patients had a greater reduction in SBP from admission to discharge than patients with no change to their oral regimens. A total of 32.6% of patients receiving treatment experienced a BP reduction of more than 25% within 6 hours. IV antihypertensive drugs are ordered and administered in patients with asymptomatic, uncontrolled BP for levels unassociated with substantive immediate cardiovascular risk, which may cause adverse effects.",success
21237363,False,Journal Article,,,,,,,,True,"We describe clinician-reported knowledge of the Joint National Committee (JNC7) on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure definitions of Stage I hypertension; perceived causes of elevated blood pressure; barriers to blood pressure re-assessment; risk of adverse events associated with the elevated blood pressure. Health care providers from five emergency departments completed a questionnaire assessing knowledge of blood pressure criteria for hypertension, perceived causes of elevated blood pressures, barriers to re-assessment, and perceived risk of an adverse event at one year in a patient within three defined systolic and diastolic blood pressure ranges. Descriptive statistics were used to analyze the data. Seventy-two percent (379/524) of providers (68 attending physicians, 87 residents, 209 nurses, and 15 nurse practitioners) completed questionnaires. One hundred and four providers (27%) correctly listed the systolic and diastolic criteria for Stage 1 hypertension. Nurses and physicians rated uncontrolled, known hypertension [mean (standard deviation)] [8.7 (2.1), 8.9 (1.9)] the highest and pain [8.3 (2.3), 8.3 (2.1)] as the second highest cause of elevated BP. Nurses and physicians rated the lack of time to perform a reassessment [5.2 (3.4), 4.7 (2.8)] and a lack of adequate staffing [4.7 (3.4), 4.6 (2.9)] the highest as barriers to re-assessment. Nurses' mean adverse risk assessment twice that of physicians. Twenty seven percent of providers were aware of the JNC7 criteria and often attributed elevated blood pressures to chronic, uncontrolled hypertension, pain or anxiety. No single barrier to repeating elevated blood pressures was identified.",success
27623082,False,Letter,,,,,,,,False,,success
