sex_eligibility,nct_sex_includes_women,nct_sex_women_only,ref_title_mentions_sex,ref_abstract_mentions_sex,nct_registry_mentions_sex,any_source_mentions_sex_differences,any_source_mentions_sex_subgroup,any_source_mentions_sex_stratification,any_source_mentions_sex_interaction,any_source_pregnancy_related,any_source_menopause_related,any_source_contraception_required,any_source_excludes_pregnant_women,any_source_excludes_childbearing_potential,any_source_reproductive_health,any_source_maternal_offspring,any_source_lactation_breast,any_source_fertility_related,any_source_hormonal_related,any_source_sex_hormone_related,any_source_menstrual_cycle,any_source_womens_conditions,any_source_gender_identity,sex_evidence_snippets,exclusion_evidence_snippets,guideline_pmid,ref_pmid,any_source_hormonal_considerations,nct_number,ref_primary_nct_number,ref_primary_nct_source,any_source_maternal_offspring_related,any_source_lactation_breast_related,any_source_reproductive_health_related,any_source_fertility_considerations,any_source_gender_identity_related
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33827230,28655812.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33827230,30415226.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33827230,30685180.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,33827230,28514240.0,,,,,,,,,
,,,,True,,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"[ABSTRACT] lysis) and in subgroups after adjustment for age, sex, baseline stroke severity (national institutes of health stroke scale score), site of occlusion (internal carotid artery vs m1 segment of middle cerebral artery vs m2 segment of middle cerebral artery), intravenous alteplase (yes vs no), baseline alberta stroke program early ct score, and time from stroke onset to randomisation. we analysed individual data for 1287 patients (634 assigned to endovascular thrombectomy, 653 assigned to control). endovascular thrombectomy led to significantly reduced disability at 90 days compared with control (adjusted cor 2.49, 95% ci 1.76-3.53; p<0.0001). the number needed to treat with endovascular thrombectomy to reduce disability by at least one level on mrs for one patient was 2.6. subgroup analysis of the primary endpoint showed no heterogeneity o",,33827230,26898852.0,,,,,,,,,
ALL,True,False,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33827230,29129157.0,,NCT02142283,NCT02142283,databank,,True,,,
ALL,True,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33827230,29364767.0,,NCT02586415,NCT02586415,databank,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33827230,28503386.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33827230,27282492.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33827230,29018130.0,,,,,,,,,
,,,,True,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"[ABSTRACT] ods ordinal logistic regression adjusted for age, sex, national institutes of health stroke scale score at admission, intravenous alteplase, and time from onset to randomisation, and we used interaction terms to test whether imaging categorisation at baseline modifies the association between treatment and outcome. this meta-analysis was prospectively designed by the hermes executive committee but has not been registered. among 1764 pooled patients, 871 were allocated to the evt group and 893 to the control group. risk of bias was low except in the thrace study, which used unblinded assessment of outcomes 90 days after randomisation and mri predominantly as the primary baseline imaging tool. the overall treatment effect favoured evt (adjusted common odds ratio [cor] for a shift towards better outcome on the mrs 2·00, 95% ci 1·69-2·38; p<0·0001). evt achieved better outcomes at 90 days than standard medical therapy alone across a broad range of baseline imaging categories. mortality at 90 days (14·7% vs 17·3%, p=0·15), symptomatic intracranial haemorrhage (3·8% vs 3·5%, p=0·90), and parenchymal haematoma type 2 (5·6% vs 4·8%, p=0·52) did not differ between the evt and control groups. no treatment effect modification by baseline imaging features was noted for mortality at 90 days and parenchymal haematoma type 2. among patients with aspects 0-4, symptomatic intracranial haemorrhage was seen in ten (19%) of 52 patients in the evt group versus three (5%) of 66 patients in the control group (adjusted cor 3·94, 95% ci 0·94-16·49; p<sub>interaction</sub>=0·025), and among patients with more than 33% involvement of middle cerebral artery territory, symptomatic intracranial haemorrhage was observed in 15 (14%) of 108 patients in the evt group versus four (4%) of 113 patients in the control group (4·17, 1·30-13·44, p<sub>interaction</sub>=0·012). evt achieves better outcomes at 90 days than standard medical therapy across a broad range of baseline imaging categories, including infarcts affecting more than 33% of middle cerebral artery territory or aspects less than 6, although in these patients the risk of symptomatic intracranial haemorrhage was higher in the evt group than the control group. this analysis provides preliminary evidence for potential use o",,33827230,30264728.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33827230,31401563.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33827230,30975736.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33827230,20538701.0,,,,,,,,,
,,,,False,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33827230,17656661.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33827230,21895883.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33827230,28939674.0,,,,,,,,,
ALL,True,False,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33827230,29766770.0,,NCT01525290,NCT01525290,databank,,True,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33827230,31128925.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,33691468,19478222.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,16339467.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,31662037.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,20956227.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,26574548.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,29367333.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,28872449.0,,,,,,,,,
,,,,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,30667465.0,,,,,,,,,
,,,,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,31310296.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,20472172.0,,,,,,,,,
,,,,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,26153450.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,22787065.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,30410512.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,22592363.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,26179631.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,31182000.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,26846858.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,22633790.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,15520712.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,33691468,28077454.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,7477192.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,33691468,26113369.0,,,,,,,,,
ALL,True,False,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,18815396.0,,NCT00153036,NCT00153036,databank,,,,,
ALL,True,False,,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,32078683.0,,NCT03340493,NCT03340493,databank,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,31839859.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,27610120.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,31386574.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,30355086.0,,,,,,,,,
ALL,True,False,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,25671798.0,,NCT01778335,NCT01778335,databank,,,,,
ALL,True,False,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,25882510.0,,NCT01692379,NCT01692379,databank,,True,,,
ALL,True,False,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,25882376.0,,NCT01657461,NCT01657461,databank,,True,,,
ALL,True,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,29364767.0,,NCT02586415,NCT02586415,databank,,,,,
ALL,True,False,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,29129157.0,,NCT02142283,NCT02142283,databank,,True,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,27301945.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,29755897.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,23160878.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,27811332.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,33691468,31801831.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,27006033.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,21471497.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,30124956.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,31098228.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33691468,24756513.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,33691468,32233972.0,,,,,,,,,
,,,False,True,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"[ABSTRACT] ta-regression. (3) levels of exposure in each age-sex-location-year included in the study were estimated based on all available data sources using spatiotemporal gaussian process regression, dismod-mr 2.1, a bayesian meta-regression method, or alternative methods. (4) we determined, from published trials or cohort studies, the level of exposure associated with minimum risk, called the theoretical minimum risk exposure level. (5) attributable deaths, ylls, ylds, and dalys were computed by multiplying population attributable fractions (pafs) by the relevant outcome quantity for each age-sex-location-year. (6) pafs and attributable burden for combinations of risk factors were estimated taking into account mediation of different risk factors through other risk factors. across all six analytical steps, 30 652 distinct data sources were used in the analysis. uncertainty in each step of the analysis was propagated into the final estimates of attrib",,33518378,33069327.0,,,,,True,,,,
,,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33518378,20458016.0,,,,,,,,,
,,,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33518378,25492627.0,,,,,,,,,
,,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33518378,30336830.0,,,,,,,,,
,,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33518378,30419237.0,,,,,,,,,
,,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33518378,31433918.0,,,,,,,,,
,,,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33518378,27233746.0,,,,,,,,,
,,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33518378,30124840.0,,,,,,,,,
,,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33518378,31638837.0,,,,,,,,,
,,,False,False,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33518378,27082891.0,,,,,,,,,
,,,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33518378,31335874.0,,,,,,,,,
,,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33518378,19164188.0,,,,,,,,,
ALL,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33518378,26022815.0,,NCT02239744,NCT02239744,databank,,,,,
,,,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33518378,21663883.0,,,,,,,,,
,,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33518378,27036236.0,,,,,,,,,
,,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33518378,29440198.0,,,,,,,,,
,,,False,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33417901,27372270.0,,,,,True,,,,
,,,False,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33417901,24402585.0,,,,,True,,,,
,,,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33417901,29291412.0,,,,,,,,,
,,,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33417901,26987420.0,,,,,True,,,,
,,,False,False,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33417901,31376394.0,,,,,,,,,
,,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33417901,27541321.0,,,,,True,,,,
,,,False,False,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33417901,26443610.0,,,,,True,,,,
,,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33417901,26212180.0,,,,,True,,,,
,,,False,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33417901,31714909.0,,,,,True,,,,
,,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33417901,22976126.0,,,,,,,,,
,,,False,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33417901,33345954.0,,,,,,,,,
,,,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33417901,7726251.0,,,,,True,,,,
,,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33417901,27776075.0,,,,,,,,,
,,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,33417901,28549984.0,,,,,,,,,
,,,False,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34648743,31071074.0,,,,,True,,,,
,,,False,False,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,,34648743,27733286.0,,,,,True,,True,True,
,,,False,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34648743,31135728.0,,,,,True,,,,
,,,False,False,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34648743,15684147.0,,,,,True,,,,
,,,False,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34648743,32443079.0,,,,,True,,,,
,,,False,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34648743,30575676.0,,,,,True,,,,
,,,False,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34648743,32067968.0,,,,,True,,,,
,,,False,False,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34648743,34023314.0,,,,,True,,,,
,,,False,False,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34648743,28153655.0,,,,,True,,,,
,,,False,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34648743,34375751.0,,,,,True,,,,
,,,False,False,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34648743,28735702.0,,,,,True,,,,
,,,False,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34648743,26910380.0,,,,,True,,,,
,,,False,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34648743,27418448.0,,,,,True,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,30348754.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,21708806.0,,,,,,,,,
,,,,True,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"[ABSTRACT] , and assessed differences in traq scores by age, gender, race, and primary diagnosis type. factor analysis identified two traq domains with high internal co",,34632822,20040605.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,30224366.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,29290099.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,29212621.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,24217158.0,,,,,,,,,
,,,,True,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[ABSTRACT] eaked in january. the age-specific incidence rate according to sex was highest in children between 9 and 11 months o,,34632822,30786118.0,,,,,,,,,
,,,,True,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"[ABSTRACT] tive incidence of kd in japan. using the age- and sex-specific incidence rate of kd in japan from the results of | [ABSTRACT] 2, 3, 4, and 5-9 years. all data were calculated by sex. the cumulative incidence was 0.004833 for boys a",,34632822,29095541.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,23312687.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,20113416.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,12949272.0,,,,,True,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,26111818.0,,,,,,,,,
,,,,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,12042581.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,28356445.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,21074965.0,,,,,,,,,
,,,,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,19564276.0,,,,,,,,,
,,,,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,23849968.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,15342849.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,19159953.0,,,,,,,,,
,,,,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,18025079.0,,,,,True,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,28408126.0,,,,,True,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,27056781.0,,,,,True,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,22955109.0,,,,,True,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,30093299.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,32750313.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,23075819.0,,,,,,,,,
,,,,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,23197079.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,29105303.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,25422015.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,28668449.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,31981969.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,31813501.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,24976354.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,25616006.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,22583152.0,,,,,,,True,True,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,26165785.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,28941954.0,,,,,True,,,,
,,,,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,25351414.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,26209173.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,11876345.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,34632822,21357825.0,,,,,,,,,
,,,,True,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[ABSTRACT] evels (>500 u/l). serial measurements of age- and sex-specific percentiles of weight (estimated change: 1.4 [2.7,,34632822,23864222.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,31561960.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,29930142.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,28751537.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,27056307.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,34632822,8778612.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,34632822,31813496.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,24076490.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,34632822,29169478.0,,,,,,,,,
ALL,True,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,24843066.0,,NCT01253733,NCT01253733,databank,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34632822,32323405.0,,,,,True,,,,
,,,,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34496612,26060882.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,34496612,17984389.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34496612,23816024.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34496612,12939217.0,,,,,,,,,
,,,,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34496612,16339809.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34496612,20390061.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34496612,25161182.0,,,,,,,,,
,,,,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34496612,22711752.0,,,,,,,,,
ALL,True,False,,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,,34496612,25895588.0,,NCT01830530,NCT01830530,databank,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34496612,16533619.0,,,,,,,,,
,,,,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34496612,21045724.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34496612,29340578.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34496612,3980383.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34496612,12716872.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34496612,20586601.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34496612,26782200.0,,,,,,,,,
,,,,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34496612,18434732.0,,,,,,,,,
,,,,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34496612,17584003.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34496612,17357969.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34496612,28291666.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34496612,18684281.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34496612,20919884.0,,,,,,,,,
,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,34496612,23795728.0,,,,,,,,,
