Authors,AuthorsWithAffiliationNameFull,AuthorsWithAffiliationNameInitial,AuthorsWithAffiliationAffiliation,AllAffiliations,Abstract,date_year,date_monthY,date_mdY,PMID,PMCID,DOI,JournalTitle,ArticleTitle,PageStart,PageEnd,Volume,Issue,MeSH_Terms,MeSH_Major,MeSH_with_Qualifiers,Keywords,DocumentType
"Cheng XS, VanWagner LB, Costa SP, Axelrod DA, Bangalore S, Norman SP, Herzog CA, Lentine KL, American Heart Association Council on the Kidney in Cardiovascular Disease and Council on Cardiovascular Radiology and Intervention",,,,[''],"Coronary heart disease is an important source of mortality and morbidity among kidney transplantation and liver transplantation candidates and recipients and is driven by traditional and nontraditional risk factors related to end-stage organ disease. In this scientific statement, we review evidence from the past decade related to coronary heart disease screening and management for kidney and liver transplantation candidates. Coronary heart disease screening in asymptomatic kidney and liver transplantation candidates has not been demonstrated to improve outcomes but is common in practice. Risk stratification algorithms based on the presence or absence of clinical risk factors and physical performance have been proposed, but a high proportion of candidates still meet criteria for screening tests. We suggest new approaches to pretransplantation evaluation grounded on the presence or absence of known coronary heart disease and cardiac symptoms and emphasize multidisciplinary engagement, including involvement of a dedicated cardiologist. Noninvasive functional screening methods such as stress echocardiography and myocardial perfusion scintigraphy have limited accuracy, and newer noninvasive modalities, especially cardiac computed tomography-based tests, are promising alternatives. Emerging evidence such as results of the 2020 International Study of Comparative Health Effectiveness With Medical and Invasive Approaches-Chronic Kidney Disease trial emphasizes the vital importance of guideline-directed medical therapy in managing diagnosed coronary heart disease and further questions the value of revascularization among asymptomatic kidney transplantation candidates. Optimizing strategies to disseminate and implement best practices for medical management in the broader end-stage organ disease population should be prioritized to improve cardiovascular outcomes in these populations.",2022,Nov 2022,11/22/2022,36252095,PMC10124159,10.1161/CIR.0000000000001104,Circulation,Emerging Evidence on Coronary Heart Disease Screening in Kidney and Liver Transplantation Candidates: A Scientific Statement From the American Heart Association: Endorsed by the American Society of Transplantation.,e299,e324,146.0,21,Humans; American Heart Association; Coronary Artery Disease; Kidney Transplantation; Liver Transplantation; Mass Screening; United States; Clinical Trials as Topic,Coronary Artery Disease; Mass Screening,Humans; American Heart Association; Coronary Artery Disease/diagnosis; Kidney Transplantation; Liver Transplantation; Mass Screening; United States; Clinical Trials as Topic,AHA Scientific Statements; coronary angiography; coronary disease; exercise test; kidney transplantation; liver transplantation; mass screening; myocardial ischemia; risk evaluation and mitigation; risk factors,"Journal Article, Review"
"Bradley EA, Winchester D, Alfonso CE, Carpenter AJ, Cohen MS, Coleman DM, Jacob M, Jneid H, Leal MA, Mahmoud Z, Mehta LS, Sivaram CA, American Heart Association Fellows in Training and Early Career Committee of the Council on Clinical Cardiology; Council on Cardiovascular Surgery and Anesthesia; Council on Lifelong Congenital Heart Disease and Heart Health in the Young; and Stroke Council",,,,[''],"Academic medicine as a practice model provides unique benefits to society. Clinical care remains an important part of the academic mission; however, equally important are the educational and research missions. More specifically, the sustainability of health care in the United States relies on an educated and expertly trained physician workforce directly provided by academic medicine models. Similarly, the research charge to deliver innovation and discovery to improve health care and to cure disease is key to academic missions. Therefore, to support and promote the growth and sustainability of academic medicine, attracting and engaging top talent from fellows in training and early career faculty is of vital importance. However, as the health care needs of the nation have risen, clinicians have experienced unprecedented demand, and individual wellness and burnout have been examined more closely. Here, we provide a close look at the unique drivers of burnout in academic cardiovascular medicine and propose system-level and personal interventions to support individual wellness in this model.",2022,Oct 2022,10/18/2022,36120864,,10.1161/CIR.0000000000001093,Circulation,Physician Wellness in Academic Cardiovascular Medicine: A Scientific Statement From the American Heart Association.,e229,e241,146.0,16,"American Heart Association; Burnout, Professional; Delivery of Health Care; Humans; Medicine; Physicians; United States","Burnout, Professional; Medicine; Physicians","American Heart Association; Burnout, Professional/prevention & control; Delivery of Health Care; Humans; Medicine; Physicians; United States",AHA Scientific Statements; academic medicine; burnout; physician wellness,"Journal Article, Review"
"Writing Committee Members, Anderson HVS, Masri SC, Abdallah MS, Chang AM, Cohen MG, Elgendy IY, Gulati M, LaPoint K, Madan N, Moussa ID, Ramirez J, Simon AW, Singh V, Waldo SW, Williams MS",,,,[''],,2022,Oct 2022,10/25/2022,36055903,,10.1016/j.jacc.2022.05.012,Journal of the American College of Cardiology,2022 ACC/AHA Key Data Elements and Definitions for Chest Pain and Acute Myocardial Infarction: A Report of the American Heart Association/American College of Cardiology Joint Committee on Clinical Data Standards.,1660,1700,80.0,17,Humans; United States; American Heart Association; Myocardial Infarction; Cardiology; Chest Pain,Myocardial Infarction; Cardiology,"Humans; United States/epidemiology; American Heart Association; Myocardial Infarction/complications, diagnosis; Cardiology; Chest Pain/diagnosis, etiology",ACC/AHA Clinical Data Standards; ST-segment elevation myocardial infarction; angina pectoris; cardiomyopathies; chest pain; myocardial infarction; myocarditis,"Practice Guideline, Journal Article"
"Baddour LM, Weimer MB, Wurcel AG, McElhinney DB, Marks LR, Fanucchi LC, Esquer Garrigos Z, Pettersson GB, DeSimone DC, American Heart Association Rheumatic Fever, Endocarditis and Kawasaki Disease Committee of the Council on Lifelong Congenital Heart Disease and Heart Health in the Young; Council on Cardiovascular Surgery and Anesthesia; Council on Cardiovascular and Stroke Nursing; Council on Clinical Cardiology; and Council on Peripheral Vascular Disease",,,,[''],"The American Heart Association has sponsored both guidelines and scientific statements that address the diagnosis, management, and prevention of infective endocarditis. As a result of the unprecedented and increasing incidence of infective endocarditis cases among people who inject drugs, the American Heart Association sponsored this original scientific statement. It provides a more in-depth focus on the management of infective endocarditis among this unique population than what has been provided in prior American Heart Association infective endocarditis-related documents. A writing group was named and consisted of recognized experts in the fields of infectious diseases, cardiology, addiction medicine, and cardiovascular surgery in October 2021. A literature search was conducted in Embase on November 19, 2021, and multiple terms were used, with 1345 English-language articles identified after removal of duplicates. Management of infective endocarditis in people who inject drugs is complex and requires a unique approach in all aspects of care. Clinicians must appreciate that it requires involvement of a variety of specialists and that consultation by addiction-trained clinicians is as important as that of more traditional members of the endocarditis team to improve infective endocarditis outcomes. Preventive measures are critical in people who inject drugs and are cured of an initial bout of infective endocarditis because they remain at extremely high risk for subsequent bouts of infective endocarditis, regardless of whether injection drug use is continued.",2022,Oct 2022,10/04/2022,36043414,,10.1161/CIR.0000000000001090,Circulation,Management of Infective Endocarditis in People Who Inject Drugs: A Scientific Statement From the American Heart Association.,e187,e201,146.0,14,"American Heart Association; Drug Users; Endocarditis; Endocarditis, Bacterial; Humans","Drug Users; Endocarditis; Endocarditis, Bacterial","American Heart Association; Drug Users; Endocarditis/diagnosis, drug therapy, etiology; Endocarditis, Bacterial/drug therapy; Humans","AHA Scientific Statements; addiction medicine; cardiology; communicable diseases; endocarditis; injections; substance abuse, intravenous","Journal Article, Review"
"Cené CW, Beckie TM, Sims M, Suglia SF, Aggarwal B, Moise N, Jiménez MC, Gaye B, McCullough LD, American Heart Association Social Determinants of Health Committee of the Council on Epidemiology and Prevention and Council on Quality of Care and Outcomes Research; Prevention Science Committee of the Council on Epidemiology and Prevention and Council on Cardiovascular and Stroke Nursing; Council on Arteriosclerosis, Thrombosis and Vascular Biology; and Stroke Council",,,,[''],"Background Social isolation, the relative absence of or infrequency of contact with different types of social relationships, and loneliness (perceived isolation) are associated with adverse health outcomes. Objective To review observational and intervention research that examines the impact of social isolation and loneliness on cardiovascular and brain health and discuss proposed mechanisms for observed associations. Methods We conducted a systematic scoping review of available research. We searched 4 databases, PubMed, PsycInfo, Cumulative Index of Nursing and Allied Health, and Scopus. Findings Evidence is most consistent for a direct association between social isolation, loneliness, and coronary heart disease and stroke mortality. However, data on the association between social isolation and loneliness with heart failure, dementia, and cognitive impairment are sparse and less robust. Few studies have empirically tested mediating pathways between social isolation, loneliness, and cardiovascular and brain health outcomes using appropriate methods for explanatory analyses. Notably, the effect estimates are small, and there may be unmeasured confounders of the associations. Research in groups that may be at higher risk or more vulnerable to the effects of social isolation is limited. We did not find any intervention studies that sought to reduce the adverse impact of social isolation or loneliness on cardiovascular or brain health outcomes. Conclusions Social isolation and loneliness are common and appear to be independent risk factors for worse cardiovascular and brain health; however, consistency of the associations varies by outcome. There is a need to develop, implement, and test interventions to improve cardiovascular and brain health for individuals who are socially isolated or lonely.",2022,Aug 2022,08/16/2022,35924775,PMC9496293,10.1161/JAHA.122.026493,Journal of the American Heart Association,Effects of Objective and Perceived Social Isolation on Cardiovascular and Brain Health: A Scientific Statement From the American Heart Association.,e026493,e026493,11.0,16,American Heart Association; Brain; Humans; Loneliness; Risk Factors; Social Isolation,American Heart Association; Social Isolation,American Heart Association; Brain; Humans; Loneliness/psychology; Risk Factors; Social Isolation/psychology,AHA Scientific Statements; brain health; cardiovascular health; loneliness; social isolation,"Journal Article, Systematic Review"
"Brittain EL, Thenappan T, Huston JH, Agrawal V, Lai YC, Dixon D, Ryan JJ, Lewis EF, Redfield MM, Shah SJ, Maron BA, American Heart Association Council on Cardiopulmonary, Critical Care, Perioperative and Resuscitation; Council on Arteriosclerosis, Thrombosis and Vascular Biology; Council on Lifestyle and Cardiometabolic Health; and Stroke Council",,,,[''],"This science advisory focuses on the need to better understand the epidemiology, pathophysiology, and treatment of pulmonary hypertension in patients with heart failure with preserved ejection fraction. This clinical phenotype is important because it is common, is strongly associated with adverse outcomes, and lacks evidence-based therapies. Our goal is to clarify key knowledge gaps in pulmonary hypertension attributable to heart failure with preserved ejection fraction and to suggest specific, actionable scientific directions for addressing such gaps. Areas in need of additional investigation include refined disease definitions and interpretation of hemodynamics, as well as greater insights into noncardiac contributors to pulmonary hypertension risk, optimized animal models, and further molecular studies in patients with combined precapillary and postcapillary pulmonary hypertension. We highlight translational approaches that may provide important biological insight into pathophysiology and reveal new therapeutic targets. Last, we discuss the current and future landscape of potential therapies for patients with heart failure with preserved ejection fraction and pulmonary vascular dysfunction, including considerations of precision medicine, novel trial design, and device-based therapies, among other considerations. This science advisory provides a synthesis of important knowledge gaps, culminating in a collection of specific research priorities that we argue warrant investment from the scientific community.",2022,Aug 2022,08/16/2022,35862198,PMC9901193,10.1161/CIR.0000000000001079,Circulation,Elucidating the Clinical Implications and Pathophysiology of Pulmonary Hypertension in Heart Failure With Preserved Ejection Fraction: A Call to Action: A Science Advisory From the American Heart Association.,e73,e88,146.0,7,"American Heart Association; Animals; Heart Failure; Hypertension, Pulmonary; Stroke Volume; Ventricular Function, Left","Heart Failure; Hypertension, Pulmonary","American Heart Association; Animals; Heart Failure; Hypertension, Pulmonary/drug therapy, therapy; Stroke Volume/physiology; Ventricular Function, Left","AHA Scientific Statements; heart failure; hypertension, pulmonary","Journal Article, Review"
"Bogle C, Colan SD, Miyamoto SD, Choudhry S, Baez-Hernandez N, Brickler MM, Feingold B, Lal AK, Lee TM, Canter CE, Lipshultz SE, American Heart Association Young Hearts Pediatric Heart Failure and Transplantation Committee of the Council on Lifelong Congenital Heart Disease and Heart Health in the Young (Young Hearts)",,,,[''],"This scientific statement from the American Heart Association focuses on treatment strategies and modalities for cardiomyopathy (heart muscle disease) in children and serves as a companion scientific statement for the recent statement on the classification and diagnosis of cardiomyopathy in children. We propose that the foundation of treatment of pediatric cardiomyopathies is based on these principles applied as personalized therapy for children with cardiomyopathy: (1) identification of the specific cardiac pathophysiology; (2) determination of the root cause of the cardiomyopathy so that, if applicable, cause-specific treatment can occur (precision medicine); and (3) application of therapies based on the associated clinical milieu of the patient. These clinical milieus include patients at risk for developing cardiomyopathy (cardiomyopathy phenotype negative), asymptomatic patients with cardiomyopathy (phenotype positive), patients with symptomatic cardiomyopathy, and patients with end-stage cardiomyopathy. This scientific statement focuses primarily on the most frequent phenotypes, dilated and hypertrophic, that occur in children. Other less frequent cardiomyopathies, including left ventricular noncompaction, restrictive cardiomyopathy, and arrhythmogenic cardiomyopathy, are discussed in less detail. Suggestions are based on previous clinical and investigational experience, extrapolating therapies for cardiomyopathies in adults to children and noting the problems and challenges that have arisen in this experience. These likely underscore the increasingly apparent differences in pathogenesis and even pathophysiology in childhood cardiomyopathies compared with adult disease. These differences will likely affect the utility of some adult therapy strategies. Therefore, special emphasis has been placed on cause-specific therapies in children for prevention and attenuation of their cardiomyopathy in addition to symptomatic treatments. Current investigational strategies and treatments not in wide clinical practice, including future direction for investigational management strategies, trial designs, and collaborative networks, are also discussed because they have the potential to further refine and improve the health and outcomes of children with cardiomyopathy in the future.",2023,Jul 2023,07/11/2023,37288568,,10.1161/CIR.0000000000001151,Circulation,Treatment Strategies for Cardiomyopathy in Children: A Scientific Statement From the American Heart Association.,174,195,148.0,2,"Humans; American Heart Association; Cardiomyopathies; Cardiomyopathy, Restrictive; Heart Diseases; Phenotype; Child","Cardiomyopathies; Cardiomyopathy, Restrictive; Heart Diseases","Humans; American Heart Association; Cardiomyopathies/diagnosis, therapy, etiology; Cardiomyopathy, Restrictive; Heart Diseases/complications; Phenotype; Child",AHA Scientific Statements; cardiomyopathies; child; heart diseases; precision medicine,"Journal Article, Review"
"Bansal N, Artinian NT, Bakris G, Chang T, Cohen J, Flythe J, Lea J, Vongpatanasin W, Chertow GM, American Heart Association Council on the Kidney in Cardiovascular Disease; Council on Cardiovascular and Stroke Nursing; and Council on Epidemiology and Prevention",,,,[''],"Nearly 500 000 individuals are treated with maintenance hemodialysis for kidney failure in the United States, and roughly half will die of cardiovascular causes. Hypertension, an important and modifiable risk factor for cardiovascular disease, is observed in >80% of patients treated with maintenance hemodialysis. The pathophysiology of hypertension in patients treated with maintenance hemodialysis is multifactorial and differs from that seen in other patient populations. Factors that contribute to hypertension in patients treated with hemodialysis include volume overload, arterial stiffness, enhanced activity of the sympathetic nervous and renin-angiotensin-aldosterone systems, endothelial dysfunction, and use of erythropoietin-stimulating agents. This scientific statement reviews the current evidence on defining, diagnosing, and treating hypertension in patients treated with maintenance hemodialysis and highlights opportunities for future investigation, including studies on blood pressure targets and treatment strategies.",2023,Jun 2023,,37092336,,10.1161/HYP.0000000000000230,"Hypertension (Dallas, Tex. : 1979)",Hypertension in Patients Treated With In-Center Maintenance Hemodialysis: Current Evidence and Future Opportunities: A Scientific Statement From the American Heart Association.,e112,e122,80.0,6,"Humans; United States; Kidney Failure, Chronic; American Heart Association; Hypertension; Renal Dialysis; Blood Pressure","Kidney Failure, Chronic; Hypertension","Humans; United States/epidemiology; Kidney Failure, Chronic; American Heart Association; Hypertension/diagnosis, drug therapy; Renal Dialysis/adverse effects; Blood Pressure",AHA Scientific Statements; hypertension; kidney; renal dialysis; renin-angiotensin system,"Journal Article, Review"
"Chyou JY, Barkoudah E, Dukes JW, Goldstein LB, Joglar JA, Lee AM, Lubitz SA, Marill KA, Sneed KB, Streur MM, Wong GC, Gopinathannair R, American Heart Association Acute Cardiac Care and General Cardiology Committee, Electrocardiography and Arrhythmias Committee, and Clinical Pharmacology Committee of the Council on Clinical Cardiology; Council on Cardiovascular Surgery and Anesthesia; Council on Cardiopulmonary, Critical Care, Perioperative and Resuscitation; Council on Cardiovascular and Stroke Nursing; and Stroke Council",,,,[''],"Acute atrial fibrillation is defined as atrial fibrillation detected in the setting of acute care or acute illness; atrial fibrillation may be detected or managed for the first time during acute hospitalization for another condition. Atrial fibrillation after cardiothoracic surgery is a distinct type of acute atrial fibrillation. Acute atrial fibrillation is associated with high risk of long-term atrial fibrillation recurrence, warranting clinical attention during acute hospitalization and over long-term follow-up. A framework of substrates and triggers can be useful for evaluating and managing acute atrial fibrillation. Acute management requires a multipronged approach with interdisciplinary care collaboration, tailoring treatments to the patient's underlying substrate and acute condition. Key components of acute management include identification and treatment of triggers, selection and implementation of rate/rhythm control, and management of anticoagulation. Acute rate or rhythm control strategy should be individualized with consideration of the patient's capacity to tolerate rapid rates or atrioventricular dyssynchrony, and the patient's ability to tolerate the risk of the therapeutic strategy. Given the high risks of atrial fibrillation recurrence in patients with acute atrial fibrillation, clinical follow-up and heart rhythm monitoring are warranted. Long-term management is guided by patient substrate, with implications for intensity of heart rhythm monitoring, anticoagulation, and considerations for rhythm management strategies. Overall management of acute atrial fibrillation addresses substrates and triggers. The 3As of acute management are acute triggers, atrial fibrillation rate/rhythm management, and anticoagulation. The 2As and 2Ms of long-term management include monitoring of heart rhythm and modification of lifestyle and risk factors, in addition to considerations for atrial fibrillation rate/rhythm management and anticoagulation. Several gaps in knowledge related to acute atrial fibrillation exist and warrant future research.",2023,Apr 2023,04/11/2023,36912134,,10.1161/CIR.0000000000001133,Circulation,Atrial Fibrillation Occurring During Acute Hospitalization: A Scientific Statement From the American Heart Association.,e676,e698,147.0,15,Humans; Atrial Fibrillation; American Heart Association; Anti-Arrhythmia Agents; Anticoagulants; Hospitalization; Heart Rate,Atrial Fibrillation,"Humans; Atrial Fibrillation/diagnosis, epidemiology, therapy; American Heart Association; Anti-Arrhythmia Agents/therapeutic use; Anticoagulants/therapeutic use, pharmacology; Hospitalization; Heart Rate",AHA Scientific Statements; atrial fibrillation; critical illness; hospitalization; postoperative period,"Journal Article, Review"
"Blume ED, Kirsch R, Cousino MK, Walter JK, Steiner JM, Miller TA, Machado D, Peyton C, Bacha E, Morell E, American Heart Association Pediatric Heart Failure and Transplantation Committee of the Council on Lifelong Congenital Heart Disease and Heart Health in the Young",,,,[''],"This summary from the American Heart Association provides guidance for the provision of primary and subspecialty palliative care in pediatric congenital and acquired heart disease. A comprehensive literature search was conducted from January 2010 to December 2021. Seminal articles published before January 2010 were also included in the review. Human subject studies and systematic reviews published in English in PubMed, ClinicalTrials.gov, and the Cochrane Collaboration were included. Structure: Although survival for pediatric congenital and acquired heart disease has tremendously improved in recent decades, morbidity and mortality risks remain for a subset of young people with heart disease, necessitating a role for palliative care. This scientific statement provides an evidence-based approach to the provision of primary and specialty palliative care for children with heart disease. Primary and specialty palliative care specific to pediatric heart disease is defined, and triggers for palliative care are outlined. Palliative care training in pediatric cardiology; diversity, equity, and inclusion considerations; and future research directions are discussed.",2023,Feb 2023,,36633003,PMC10472747,10.1161/HCQ.0000000000000114,Circulation. Cardiovascular quality and outcomes,Palliative Care Across the Life Span for Children With Heart Disease: A Scientific Statement From the American Heart Association.,e000114,e000114,16.0,2,United States; Child; Humans; Adolescent; Palliative Care; Longevity; American Heart Association; Heart Diseases; Cardiology,Heart Diseases; Cardiology,United States; Child; Humans; Adolescent; Palliative Care; Longevity; American Heart Association; Heart Diseases; Cardiology,AHA Scientific Statements; cardiology; congenital heart disease; heart diseases; morbidity; palliative care; pediatric,"Journal Article, Review"
"Cohen JB, Brown NJ, Brown SA, Dent S, van Dorst DCH, Herrmann SM, Lang NN, Oudit GY, Touyz RM, American Heart Association Council on Hypertension; Council on Arteriosclerosis, Thrombosis and Vascular Biology; and Council on the Kidney in Cardiovascular Disease",,,,[''],"Contemporary anticancer drugs have significantly improved cancer survival at the expense of cardiovascular toxicities, including heart disease, thromboembolic disease, and hypertension. One of the most common side effects of these drugs is hypertension, especially in patients treated with vascular endothelial growth factor inhibitors, as well as tyrosine kinase inhibitors and proteasome inhibitors. Adjunctive therapy, including corticosteroids, calcineurin inhibitors, and nonsteroidal anti-inflammatories, as well as anti-androgen hormone therapy for prostate cancer, may further increase blood pressure in these patients. Cancer therapy-induced hypertension is often dose limiting, increases cardiovascular mortality in cancer survivors, and is usually reversible after interruption or discontinuation of treatment. The exact molecular mechanisms underlying hypertension are unclear, but recent discoveries indicate an important role for reduced nitric oxide generation, oxidative stress, endothelin-1, prostaglandins, endothelial dysfunction, increased sympathetic outflow, and microvascular rarefaction. In addition, genetic polymorphisms in vascular endothelial growth factor receptors are implicated in vascular endothelial growth factor inhibitor-induced hypertension. Diagnosis, management, and follow-up of cancer therapy-induced hypertension follow national hypertension guidelines because evidence-based clinical trials specifically addressing patients who develop hypertension as a result of cancer therapy are currently lacking. Rigorous baseline assessment of patients before therapy is started requires particular emphasis on assessing and treating cardiovascular risk factors. Hypertension management follows guidelines for the general population, although special attention should be given to rebound hypotension after termination of cancer therapy. Management of these complex patients requires collaborative care involving oncologists, cardiologists, hypertension specialists, primary care professionals, and pharmacists to ensure the optimal therapeutic effect from cancer treatment while minimizing competing cardiovascular toxicities.",2023,Mar 2023,,36621810,PMC10602651,10.1161/HYP.0000000000000224,"Hypertension (Dallas, Tex. : 1979)",Cancer Therapy-Related Hypertension: A Scientific Statement From the American Heart Association.,e46,e57,80.0,3,Male; Humans; Vascular Endothelial Growth Factor A; American Heart Association; Hypertension; Antineoplastic Agents; Angiogenesis Inhibitors; Neoplasms,Hypertension; Antineoplastic Agents; Neoplasms,"Male; Humans; Vascular Endothelial Growth Factor A; American Heart Association; Hypertension/chemically induced, drug therapy; Antineoplastic Agents/adverse effects; Angiogenesis Inhibitors/adverse effects; Neoplasms/drug therapy",AHA Scientific Statements; angiogenesis inhibitors; blood pressure; cancer therapy; cardiotoxicity; chemically induced hypertension; hypertension management,"Journal Article, Review"
"Baddour LM, Esquer Garrigos Z, Rizwan Sohail M, Havers-Borgersen E, Krahn AD, Chu VH, Radke CS, Avari-Silva J, El-Chami MF, Miro JM, DeSimone DC, American Heart Association Council on Lifelong Congenital Heart Disease and Heart Health in the Young (Young Hearts); and Council on Clinical Cardiology",,,,[''],"The American Heart Association sponsored the first iteration of a scientific statement that addressed all aspects of cardiovascular implantable electronic device infection in 2010. Major advances in the prevention, diagnosis, and management of these infections have occurred since then, necessitating a scientific statement update. An 11-member writing group was identified and included recognized experts in cardiology and infectious diseases, with a career focus on cardiovascular infections. The group initially met in October 2022 to develop a scientific statement that was drafted with front-line clinicians in mind and focused on providing updated clinical information to enhance outcomes of patients with cardiovascular implantable electronic device infection. The current scientific statement highlights recent advances in prevention, diagnosis, and management, and how they may be incorporated in the complex care of patients with cardiovascular implantable electronic device infection.",2024,Jan 2024,01/09/2024,38047353,,10.1161/CIR.0000000000001187,Circulation,"Update on Cardiovascular Implantable Electronic Device Infections and Their Prevention, Diagnosis, and Management: A Scientific Statement From the American Heart Association: Endorsed by the International Society for Cardiovascular Infectious Diseases.",e201,e216,149.0,2,"United States; Humans; American Heart Association; Communicable Diseases; Endocarditis, Bacterial; Cardiovascular Infections; Cardiology; Defibrillators, Implantable","Communicable Diseases; Endocarditis, Bacterial; Cardiovascular Infections; Cardiology; Defibrillators, Implantable","United States; Humans; American Heart Association; Communicable Diseases/diagnosis, epidemiology, therapy; Endocarditis, Bacterial/drug therapy; Cardiovascular Infections; Cardiology; Defibrillators, Implantable/adverse effects","AHA Scientific Statements; defibrillators, implantable; diagnosis; echocardiography, transesophageal; endocarditis; infection","Journal Article, Review"
"Baddour LM, Janszky I, Thornhill MH, Esquer Garrigos Z, DeSimone DC, Welty-Wolf K, Baker AL, Jone PN, Prendergast B, Dayer MJ, American Heart Association Council on Lifelong Congenital Heart Disease and Heart Health in the Young (Young Hearts) and Council on Cardiovascular and Stroke Nursing",,,,[''],"There have been no published prospective randomized clinical trials that have: (1) established an association between invasive dental and nondental invasive procedures and risk of infective endocarditis; or (2) defined the efficacy and safety of antibiotic prophylaxis administered in the setting of invasive procedures in the prevention of infective endocarditis in high-risk patients. Moreover, previous observational studies that examined the association of nondental invasive procedures with the risk of infective endocarditis have been limited by inadequate sample size. They have typically focused on a few potential at-risk surgical and nonsurgical invasive procedures. However, recent investigations from Sweden and England that used nationwide databases and demonstrated an association between nondental invasive procedures, and the subsequent development of infective endocarditis (in particular, in high-risk patients with infective endocarditis) prompted the development of the current science advisory.",2023,Nov 2023,11/07/2023,37795631,,10.1161/CIR.0000000000001180,Circulation,Nondental Invasive Procedures and Risk of Infective Endocarditis: Time for a Revisit: A Science Advisory From the American Heart Association.,1529,1541,148.0,19,"United States; Humans; Prospective Studies; American Heart Association; Endocarditis, Bacterial; Endocarditis; Antibiotic Prophylaxis","Endocarditis, Bacterial; Endocarditis","United States; Humans; Prospective Studies; American Heart Association; Endocarditis, Bacterial/prevention & control; Endocarditis/prevention & control; Antibiotic Prophylaxis",AHA Scientific Statements; antibiotic prophylaxis; dental care; endocarditis; surgery,"Journal Article, Review"
"US Preventive Services Task Force, Barry MJ, Nicholson WK, Silverstein M, Cabana MD, Chelmow D, Coker TR, Davis EM, Donahue KE, Jaén CR, Li L, Ogedegbe G, Rao G, Ruiz JM, Stevermer J, Tsevat J, Underwood SM, Wong JB",,,,"['', 'university of virginia, charlottesville.', 'university of north carolina at chapel hill.', 'university of wisconsin, milwaukee.', 'university of missouri, columbia.', 'university of maryland school of medicine, baltimore.', 'university of texas health science center, san antonio.', 'george washington university, washington, dc.', 'brown university, providence, rhode island.', 'university of washington, seattle.', 'new york university, new york, new york.', 'albert einstein college of medicine, new york, new york.', 'university of arizona, tucson.', 'harvard medical school, boston, massachusetts.', 'tufts university school of medicine, boston, massachusetts.', 'virginia commonwealth university, richmond.', 'case western reserve university, cleveland, ohio.']",Hypertensive disorders of pregnancy are among the leading causes of maternal morbidity and mortality in the US. The rate of hypertensive disorders of pregnancy has been increasing from approximately 500 cases per 10 000 deliveries in 1993 to 1021 cases per 10 000 deliveries in 2016 to 2017. The US Preventive Services Task Force (USPSTF) commissioned a systematic review to evaluate the benefits and harms of screening for hypertensive disorders of pregnancy. Pregnant persons without a known diagnosis of a hypertensive disorder of pregnancy or chronic hypertension. The USPSTF concludes with moderate certainty that screening for hypertensive disorders in pregnancy with blood pressure measurements has substantial net benefit. The USPSTF recommends screening for hypertensive disorders in pregnant persons with blood pressure measurements throughout pregnancy. (B recommendation).,2023,Sep 2023,09/19/2023,37721605,,10.1001/jama.2023.16991,JAMA,Screening for Hypertensive Disorders of Pregnancy: US Preventive Services Task Force Final Recommendation Statement.,1074,1082,330.0,11,"Female; Humans; Pregnancy; Advisory Committees; Hypertension, Pregnancy-Induced; Preventive Health Services; Mass Screening; Blood Pressure Determination","Hypertension, Pregnancy-Induced","Female; Humans; Pregnancy; Advisory Committees; Hypertension, Pregnancy-Induced/diagnosis; Preventive Health Services; Mass Screening; Blood Pressure Determination",,"Journal Article, Practice Guideline, Research Support, Non-U.S. Gov't, Systematic Review"
